区分,品目,面積（ha）,収穫量（ｔ）
5,13118,1311800500,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,-,-,-,-,-,-,7,40,-,-,-,-,-,-,-,-,2,5,1,2,1,3,-,-,-,-,5,35,-,-,2,25,-,-,3,10,6,17,2,4,-,-,-,-,1,3,-,-,1,1,-,-,-,-,4,13,-,-,-,-,1,3,-,-,1,1,1,1,-,-,1,8,25,275,6,147,2,15,-,-,1,6,2,115,1,11,7,57,4,33,1,9,2,15,3,11,3,11,-,-,5,42,1,22,4,20,-,-,2,11,-,-,2,11,2,7,-,-,-,-,1,2,1,5,-,-,15,158,4,37,-,-,-,-,1,4,-,-,3,33,3,19,1,7,2,12,-,-,5,87,-,-,5,87,3,15,1,4,-,-,2,11,19,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,2,3,-,-,4,30,1,3,3,27,13,85,4,29,-,-,1,8,-,-,-,-,1,4,-,-,-,-,7,44,-,-,-,-,-,-,22,43,4,6,-,-,4,6,-,-,11,24,10,22,1,2,1,2,1,2,-,-,6,11,1,2,-,-,3,4,2,5,62,545,5,257,6,17,5,15,1,2,5,13,4,10,1,3,2,4,6,13,11,25,6,18,3,4,2,3,-,-,27,216,9,147,-,-,1,2,2,4,7,42,4,10,3,7,-,-,1,4,12,25,3,4,-,-,1,1,-,-,2,3,1,2,8,19,8,19,-,-,-,-,-,-,56,230,3,5,-,-,1,3,2,2,-,-,2,12,1,5,-,-,-,-,1,7,21,129,4,53,3,8,12,65,2,3,-,-,-,-,-,-,-,-,3,11,-,-,3,11,4,31,1,3,-,-,1,24,2,4,4,10,2,6,2,4,-,-,5,8,-,-,5,8,14,24,-,-,5,7,7,13,1,3,-,-,-,-,-,-,-,-,1,1,5,100,4,99,-,-,-,-,2,52,-,-,2,47,1,1,-,-
6,13118,1311800501,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,1荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2,6,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,1,5,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,10,-,-,-,-,-,-,4,6,1,1,-,-,1,1,-,-,2,3,1,1,1,2,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,7,23,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,2,4,2,4,-,-,-,-,-,-,4,18,1,10,-,-,1,2,-,-,-,-,-,-,1,2,-,-,1,4,2,3,2,3,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,6,38,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,23,1,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,1,8,-,-,-,-,-,-,-,-,-,-,2,5,1,3,1,2,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
6,13118,1311800502,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,2荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�2荳∫岼,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,5,2,4,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,1,6,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,14,1,2,-,-,1,2,-,-,3,9,3,9,-,-,-,-,-,-,-,-,2,3,1,2,-,-,1,1,-,-,13,66,1,12,2,11,2,11,-,-,1,3,1,3,-,-,-,-,1,2,2,5,1,3,-,-,1,2,-,-,6,33,2,17,-,-,-,-,-,-,2,11,2,5,-,-,-,-,-,-,6,15,-,-,-,-,-,-,-,-,-,-,1,2,5,13,5,13,-,-,-,-,-,-,24,121,-,-,-,-,-,-,-,-,-,-,2,12,1,5,-,-,-,-,1,7,12,66,1,8,1,1,9,56,1,1,-,-,-,-,-,-,-,-,1,2,-,-,1,2,2,26,-,-,-,-,1,24,1,2,2,5,1,3,1,2,-,-,1,3,-,-,1,3,4,7,-,-,1,1,2,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13118,1311800503,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,3荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,2,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,47,-,-,1,2,-,-,1,2,-,-,-,-,-,-,1,2,-,-,2,3,1,2,1,1,-,-,-,-,5,40,1,30,-,-,-,-,2,4,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,4,8,-,-,1,2,2,5,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13118,1311800504,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,4荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�4荳∫岼,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,57,2,15,2,15,-,-,-,-,-,-,-,-,2,22,1,13,1,9,-,-,1,3,1,3,-,-,2,12,-,-,2,12,-,-,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,2,9,2,9,-,-,-,-,1,4,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,31,3,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,1,2,1,2,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,10,86,1,70,1,1,1,1,-,-,1,3,-,-,1,3,1,2,2,4,3,4,1,2,1,1,1,1,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,2,5,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
6,13118,1311800505,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,5荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�5荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,1,5,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,1,2,-,-,1,2,-,-,1,2,1,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,9,128,2,115,2,3,2,3,-,-,2,6,2,6,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,1,1,-,-,1,2,-,-,-,-,1,1,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,18,1,11,2,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13118,1311800506,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,6荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�6荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,12,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,3,1,4,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,3,4,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,-,-,1,2,-,-,-,-,2,30,1,26,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13118,1311800507,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,7荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�7荳∫岼,-,-,-,-,-,-,2,26,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,1,24,-,-,1,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,194,2,124,-,-,-,-,-,-,1,113,1,11,5,35,3,20,-,-,2,15,-,-,-,-,-,-,1,22,1,22,-,-,-,-,1,6,-,-,1,6,2,7,-,-,-,-,1,2,1,5,-,-,8,123,1,26,-,-,-,-,-,-,-,-,1,26,2,11,1,7,1,4,-,-,4,82,-,-,4,82,1,4,1,4,-,-,-,-,3,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,22,-,-,1,22,2,26,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,1,18,-,-,-,-,-,-,2,4,1,1,-,-,1,1,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,136,1,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,7,1,7,-,-,-,-,-,-,5,66,4,64,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,3,4,-,-,2,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,47,2,47,-,-,-,-,-,-,-,-,2,47,-,-,-,-
6,13118,1311800508,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ蟆ｾ荵�,8荳∫岼,闕貞ｷ晏玄隘ｿ蟆ｾ荵�8荳∫岼,-,-,-,-,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,-,-,1,1,-,-,2,5,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,2,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,24,-,-,-,-,-,-,-,-,2,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,15,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,11,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,51,1,51,-,-,-,-,1,51,-,-,-,-,-,-,-,-
5,13118,1311800700,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ譌･證ｮ驥�,,闕貞ｷ晏玄隘ｿ譌･證ｮ驥�,1,4,-,-,1,4,12,120,-,-,-,-,-,-,-,-,2,12,1,6,1,6,-,-,-,-,10,108,-,-,1,38,5,39,4,31,14,173,2,14,-,-,-,-,-,-,-,-,2,14,-,-,-,-,12,159,1,2,-,-,1,2,2,97,1,6,-,-,1,18,6,34,31,296,8,61,-,-,-,-,-,-,1,3,7,58,13,175,1,3,10,127,2,45,1,2,-,-,1,2,1,1,1,1,-,-,-,-,3,24,2,6,1,18,5,33,-,-,-,-,-,-,3,28,2,5,21,138,10,66,1,9,1,3,1,19,1,2,6,33,1,3,-,-,1,3,-,-,9,68,-,-,9,68,1,1,-,-,1,1,-,-,32,206,6,28,3,14,-,-,1,1,-,-,-,-,2,13,6,79,-,-,2,8,4,71,-,-,3,10,-,-,3,10,17,89,1,3,1,4,1,4,4,16,-,-,1,5,-,-,1,5,8,52,-,-,-,-,-,-,22,97,2,4,1,2,1,2,5,13,9,50,9,50,-,-,1,4,-,-,1,4,5,26,2,5,1,13,1,7,1,1,62,556,4,174,2,6,1,4,1,2,3,11,3,11,-,-,1,2,13,47,12,62,3,14,8,40,-,-,1,8,27,254,10,212,1,1,1,1,1,1,5,14,4,9,3,8,-,-,2,8,14,46,5,21,4,17,-,-,-,-,1,4,2,4,7,21,5,19,1,1,-,-,1,1,59,241,4,9,2,3,-,-,1,1,1,5,1,2,-,-,1,2,-,-,-,-,15,81,4,28,4,22,6,28,1,3,-,-,-,-,-,-,-,-,7,35,5,32,2,3,4,24,3,22,-,-,-,-,1,2,3,9,2,4,1,5,-,-,2,5,-,-,2,5,23,76,-,-,2,3,4,16,2,8,1,2,-,-,-,-,2,5,12,42,4,13,3,8,-,-,-,-,-,-,1,3,2,5,-,-,1,5
6,13118,1311800701,闕貞ｷ晏玄,闕貞ｷ晏玄隘ｿ譌･證ｮ驥�,1荳∫岼,闕貞ｷ晏玄隘ｿ譌･證ｮ驥�1荳∫岼,-,-,-,-,-,-,3,31,-,-,-,-,-,-,-,-,1,6,-,-,1,6,-,-,-,-,2,25,-,-,-,-,2,25,-,-,3,80,1,13,-,-,-,-,-,-,-,-,1,13,-,-,-,-,2,67,-,-,-,-,-,-,1,66,-,-,-,-,-,-,1,1,7,71,3,28,-,-,-,-,-,-,-,-,3,28,2,40,-,-,1,7,1,33,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,4,10,1,3,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,2,6,-,-,2,6,1,1,-,-,1,1,-,-,6,27,2,10,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,3,15,-,-,-,-,-,-,1,7,-,-,-,-,-,-,1,5,1,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,101,1,25,-,-,-,-,-,-,2,9,2,9,-,-,1,2,4,10,1,8,1,8,-,-,-,-,-,-,6,47,2,38,-,-,-,-,1,1,1,3,1,3,1,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,11,29,2,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,-,-,1,1,1,7,-,-,-,-,-,-,-,-,-,-,3,7,2,6,1,1,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,1,2,-,-,1,2,2,6,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,2,1,4,1,4,-,-,-,-,-,-,-,-,1,4,-,-,-,-
