一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
531,調布市仙川町２－６－５,35.662476,139.579681,JGD2011,国道２０号線（甲州街道）,c,2009-02-10,2009-02-17,3,4,6.0 ,2.5,72,71
533,調布市西つつじヶ丘３－１９－１,35.657822,139.571388,JGD2011,国道２０号線（甲州街道）,b,2009-01-26,2009-01-27,3,4,9.0 ,3.5,70,66
540,調布市国領町２－１,35.652252,139.557220,JGD2011,国道２０号線,C,2008-12-11,2008-12-12,3,4,5.5,1.2,66,65
544,町田市相原町５４５,35.607613,139.339645,JGD2011,国道１６号線（八王子バイパス）,A,2008-11-19,2008-11-20,3,4,1.5,1.2,66,61
547,町田市相原町３０４－１,35.607555,139.344742,JGD2011,国道１６号線,B,2009-03-11,2009-03-11,3,2,1.5,1.2,68,65
,,一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
1,千代田区神田神保町２－１５,35.695442,139.757939,JGD2011,都道白山祝田田町線（白山通り）,c,2008-06-03,2008-06-10,4,5,8.8,1.5,72,69
3,千代田区九段南１－１,35.693378,139.754913,JGD2011,都道麹町竹平線（内堀通り）,b,2008-07-08,2008-07-10,4,4,1.7,1.5,66,63
4,千代田区飯田橋４－５－１４,35.700638,139.747498,JGD2011,都道千代田練馬田無線（目白通り）,c,2008-07-08,2008-07-10,4,5,4.4,1.5,70,69
6,千代田区九段南３－８－１４,35.692982,139.742935,JGD2011,都道新宿両国線（靖国通り）,c,2008-10-01,2008-10-03,4,5,4.5,1.5,68,66
7,千代田区神田須田町１－３,35.696018,139.769287,JGD2011,都道新宿両国線（靖国通り）,c,2008-10-01,2008-10-03,4,6,6.0 ,1.5,70,67
8,千代田区東神田２－１０－１８,35.695507,139.780655,JGD2011,都道新宿両国線（靖国通り）,c,2008-10-01,2008-10-03,4,6,6.0 ,1.5,72,70
9,千代田区外神田３－１６－１２,35.702534,139.771484,JGD2011,都道秋葉原雑司ヶ谷線（中央通り）,c,2008-10-21,2008-10-23,4,6,6.6,1.5,69,68
11,千代田区神田神保町２－１５,35.695442,139.757939,JGD2011,都道白山祝田田町線（白山通り）,c,2008-11-11,2008-11-18,4,5,8.8,1.5,71,69
20,千代田区飯田橋４－５,35.700676,139.747147,JGD2011,都道千代田練馬田無線（目白通り）,C,2008-07-08,2008-07-09,4,6,4.2,1.2,70,68
21,千代田区神田神保町２－１５,35.695442,139.757939,JGD2011,都道白山祝田田町線（白山通り）,C,2008-06-04,2008-06-05,4,6,5.0 ,1.2,72,69
22,千代田区内神田２－３,35.689632,139.768265,JGD2011,都道外濠環状線（外堀通り）,C,2008-12-04,2008-12-05,4,5,4.5,1.2,66,63
23,千代田区外神田３－１５,35.701672,139.771301,JGD2011,都道秋葉原雑司ヶ谷線（中央通り）,C,2008-10-21,2008-10-22,4,6,8.0 ,1.2,69,69
26,中央区佃２－１７－８,35.664791,139.784988,JGD2011,都道上野月島線（清澄通り）,c,2008-06-17,2008-06-20,4,7,6.0 ,1.2,68,66
27,中央区日本橋本町２－２－１０,35.688080,139.776031,JGD2011,都道日本橋芝浦大森線（昭和通り）,c,2008-06-24,2008-06-27,4,7,5.0 ,1.2,72,71
28,中央区築地６－１－１１,35.665314,139.772110,JGD2011,都道日比谷豊洲埠頭東雲町線（晴海通り）,c,2008-07-15,2008-07-18,4,6,5.0 ,1.2,71,71
29,中央区京橋３－１１－８,35.674442,139.771545,JGD2011,都道日本橋芝浦大森線（昭和通り）,c,2008-10-07,2008-10-10,4,10,5.0 ,1.2,72,72
30,中央区日本橋人形町２－３６－１,35.685219,139.786835,JGD2011,都道東京市川線（新大橋通り）,c,2008-10-21,2008-10-24,4,6,5.0 ,1.2,71,69
31,中央区新富２－１５－５,35.671165,139.775253,JGD2011,都道東京市川線（新大橋通り）,c,2008-11-18,2008-11-20,4,6,5.0 ,1.2,68,65
32,中央区晴海３－１－４,35.656528,139.780167,JGD2011,都道日比谷豊洲埠頭東雲町線（晴海通り）,c,2008-12-02,2008-12-05,4,9,8.0 ,1.2,65,64
33,中央区日本橋茅場町１－１４－１０,35.680279,139.781158,JGD2011,都道東京市川線（新大橋通り）,c,2009-01-20,2009-01-23,4,6,5.0 ,1.2,69,69
35,中央区日本橋馬喰町２－３,35.695518,139.781799,JGD2011,都道新宿両国線,C,2008-10-28,2008-10-29,4,6,7.8,1.2,69,66
39,中央区日本橋箱崎町２８,35.679741,139.787354,JGD2011,都道永代葛西橋線,C,2008-12-03,2008-12-04,4,6,11.5,1.2,69,65
40,中央区築地６－９,35.664551,139.772934,JGD2011,都道日比谷豊洲埠頭東雲町線（晴海通り）,C,2008-10-28,2008-10-29,4,6,5.4,1.2,70,69
44,港区東麻布２－３１－７,35.655727,139.740875,JGD2011,都道環状３号線（外苑東通り）,c,2008-12-16,2008-12-17,4,4,5.9,1.2,72,71
45,港区白金台５－１０－１５,35.641848,139.719895,JGD2011,都道北品川四谷線（外苑西通り）,c,2008-12-18,2008-12-19,4,4,4.0 ,1.2,73,71
46,港区西麻布３－１２－４,35.655711,139.724191,JGD2011,都道環状４号線（外苑西通り）,b,2008-12-18,2008-12-19,4,4,3.0 ,1.2,66,64
47,港区港南３－９－５９,35.632515,139.751373,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2008-12-16,2008-12-17,4,6,3.6,1.2,73,71
50,港区西麻布３－２１－２４,35.659919,139.725071,JGD2011,都道霞ヶ関渋谷線（六本木通り）,c,2008-12-18,2008-12-19,4,8,3.1,1.2,73,73
,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
