年月日,選挙,大島町,利島村,新島村,神津島村,支庁管内,東京都,備考
2017/10/22,衆院選挙（都選出）（％）,60.5,83.66,64.24,61.63,62.03,53.64,
2017/10/22,衆院選挙（比例）（％）,60.5,83.66,64.24,61.63,62.03,53.63,
2017/11/22,町村長選挙（％）,-,94.05,-,-,94.05,-,"前田村長
2期目"
2018/9/23,町村長選挙（％）,-,-,-,79.95,79.95,-,"前田村長
1期目"
2018/9/235,-,-,1,36,-,-,-,-,3,5,1,2,-,-,1,16,16,79,7,52,1,18,-,-,2,28,4,6,3,6,6,21,5,18,-,-,1,3,-,-,26,245,2,5,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,11,118,2,59,1,6,7,51,1,2,-,-,-,-,-,-,-,-,3,12,2,9,1,3,3,32,1,2,-,-,2,30,-,-,1,57,-,-,1,57,-,-,2,3,-,-,2,3,4,18,-,-,-,-,1,2,-,-,1,2,1,5,-,-,-,-,1,9,5,28,3,9,-,-,-,-,-,-,2,6,1,3,1,17,1,2
6,13120,1312002001,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,1荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11,1,7,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,1,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,7,-,-,-,-,2,7,-,-,3,28,2,26,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,3,21,2,19,1,18,-,-,-,-,1,1,-,-,1,2,1,2,-,-,-,-,-,-,4,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,57,-,-,1,57,-,-,-,-,-,-,-,-,2,11,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13120,1312002002,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,2荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ2荳∫岼,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,3,22,2,19,-,-,-,-,-,-,-,-,2,19,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,68,1,4,1,4,-,-,-,-,-,-,-,-,-,-,1,64,1,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,35,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,2,29,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,3,31,2,28,-,-,-,-,2,28,-,-,1,3,-,-,-,-,-,-,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-
6,13120,1312002003,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,3荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,1,8,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,2,43,2,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,13,1,1,-,-,-,-,-,-,1,1,1,2,2,10,1,7,-,-,1,3,-,-,8,69,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,4,50,1,28,-,-,3,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,16,1,2,-,-,1,14,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13120,1312002004,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,4荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ4荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,14,2,8,-,-,1,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,3,5,1,1,-,-,-,-,-,-,1,1,1,1,1,3,1,3,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-
6,13120,1312002005,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,5荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ5荳∫岼,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,3,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,3,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,4,1,4,-,-,-,-,-,-,2,26,1,24,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,5,1,3,-,-,-,-,-,-,1,3,-,-,1,2,1,2,-,-,-,-,-,-,4,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,-,-,1,6,1,7,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
6,13120,1312002006,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ,6荳∫岼,邱ｴ鬥ｬ蛹ｺ譏･譌･逕ｺ6荳∫岼,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,1,7,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,4,18,3,11,1,3,-,-,-,-,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,8,21,1,1,1,1,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,2,3,-,-,1,6,-,-,1,6,4,11,1,2,-,-,-,-,-,-,-,-,-,-,1,5,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,104,2,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,5,-,-,-,-,1,5,-,-,3,57,1,19,-,-,1,36,-,-,-,-,1,2,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-,7,74,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,5,55,1,31,-,-,3,22,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,20,1,3,-,-,-,-,-,-,-,-,1,3,1,17,-,-
5,13120,1312003400,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,21,-,-,-,-,-,-,1,5,-,-,-,-,-,-,2,16,5,36,2,22,-,-,-,-,-,-,2,22,-,-,1,10,-,-,-,-,1,10,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,2,13,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,1,11,-,-,-,-,-,-,-,-,-,-,7,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,4,-,-,1,1,-,-,-,-,-,-,-,-,5,23,-,-,-,-,1,4,1,3,-,-,-,-,-,-,-,-,3,16,-,-,-,-,-,-,9,28,1,2,-,-,1,2,3,19,3,5,3,5,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,35,294,3,104,1,9,1,9,-,-,3,7,2,5,1,2,1,1,2,5,7,37,2,5,1,5,3,22,1,5,18,131,5,81,1,1,-,-,3,4,5,16,1,3,1,2,-,-,2,24,13,73,3,36,1,25,1,7,-,-,1,4,3,6,7,31,7,31,-,-,-,-,-,-,31,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,81,5,48,-,-,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,60,1,13,1,4,2,41,1,2,1,2,-,-,1,2,-,-,3,7,-,-,3,7,10,32,-,-,1,2,3,9,3,7,-,-,-,-,-,-,1,1,2,13,4,30,2,27,-,-,-,-,-,-,-,-,2,27,-,-,2,3
6,13120,1312003401,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,1荳∫岼,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,16,1,10,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,4,-,-,1,1,-,-,-,-,-,-,-,-,3,15,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,2,12,-,-,-,-,-,-,4,7,1,2,-,-,1,2,1,1,2,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,120,1,36,1,9,1,9,-,-,1,3,1,3,-,-,1,1,-,-,4,28,1,3,1,5,2,20,-,-,5,43,1,15,-,-,-,-,1,1,1,2,-,-,1,2,-,-,1,23,4,10,-,-,-,-,-,-,-,-,-,-,2,4,2,6,2,6,-,-,-,-,-,-,16,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,36,3,27,-,-,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,58,1,13,1,4,2,41,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,6,15,-,-,-,-,2,6,2,2,-,-,-,-,-,-,1,1,1,6,4,30,2,27,-,-,-,-,-,-,-,-,2,27,-,-,2,3
6,13120,1312003402,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,2荳∫岼,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�2荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,1,11,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,8,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,-,-,-,-,1,2,-,-,6,61,3,55,-,-,-,-,1,1,1,2,1,3,-,-,-,-,-,-,4,28,1,7,-,-,1,7,-,-,-,-,-,-,3,21,3,21,-,-,-,-,-,-,7,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,15,1,6,-,-,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,2,5,2,10,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13120,1312003403,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,3荳∫岼,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,1,17,-,-,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,2,18,-,-,-,-,-,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,61,1,31,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,2,1,5,-,-,-,-,-,-,1,5,3,21,1,11,1,1,-,-,-,-,1,9,-,-,-,-,-,-,-,-,4,32,2,29,1,25,-,-,-,-,1,4,1,2,1,1,1,1,-,-,-,-,-,-,4,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,23,1,15,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13120,1312003404,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�,4荳∫岼,邱ｴ鬥ｬ蛹ｺ荳顔浹逾樔ｺ�4荳∫岼,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,9,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,1,2,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,47,1,37,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,1,2,1,2,-,-,-,-,-,-,4,6,-,-,-,-,-,-,1,2,2,3,-,-,-,-,-,-,1,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,1,2,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13120,1312002200,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ蛹ｺ蛹礼伴,,邱ｴ鬥ｬ蛹ｺ蛹礼伴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,72,2,19,-,-,-,-,-,-,-,-,1,16,-,-,1,3,8,53,-,-,2,12,2,13,-,-,-,-,-,-,-,-,4,28,14,75,3,10,-,-,-,-,-,-,1,4,2,6,3,19,2,17,1,2,-,-,-,-,-,-,-,-,2,6,-,-,2,6,-,-,2,25,-,-,2,25,4,15,-,-,-,-,2,8,1,4,1,3,6,70,1,35,1,35,-,-,-,-,-,-,-,-,3,7,-,-,3,7,-,-,2,28,1,7,1,21,-,-,-,-,-,-,-,-,5,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,4,19,-,-,-,-,-,-,-,-,1,2,1,7,-,-,-,-,2,10,-,-,-,-,-,-,16,35,2,6,1,4,1,2,2,7,7,13,7,13,-,-,2,3,2,3,-,-,3,6,2,4,-,-,-,-,1,2,42,685,1,324,2,14,2,14,-,-,2,8,1,6,1,2,2,9,3,19,10,41,8,37,1,2,1,2,-,-,22,270,8,130,-,-,-,-,2,3,3,50,3,5,1,2,-,-,5,80,14,223,9,110,5,82,2,24,-,-,2,4,1,1,4,112,3,111,-,-,-,-,1,1,38,182,2,5,1,4,-,-,1,1,-,-,3,11,1,2,2,9,-,-,-,-,11,82,4,53,2,6,5,23,-,-,-,-,-,-,-,-,-,-,2,5,2,5,-,-,6,38,2,11,1,2,1,21,2,4,1,3,1,3,-,-,-,-,2,3,-,-,2,3,11,35,-,-,2,6,3,12,1,2,2,6,1,2,-,-,-,-,2,7,4,12,3,11,-,-,1,1,-,-,1,8,1,2,1,1,-,-
