窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町４丁目,2018-12-15,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-05-23,09,その他,20歳代,大学生,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-08-08,08,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-10-30,09,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町６丁目,2018-04-01,不明,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町６丁目,2018-07-16,18,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町６丁目,2018-10-01,12,４階建て以上共同住宅,10歳代,大学生,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-01-20,19,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-03-02,18,４階建て以上共同住宅,60-64歳,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-03-15,12,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-03-27,08,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-04-05,07,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-04-05,09,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-06-22,07,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-07-26,17,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-07-26,22,道路上,40歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-07-27,08,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-07-30,06,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2018-04-20,08,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2018-08-12,20,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2018-09-07,16,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,大泉町４丁目,2018-06-04,22,一戸建住宅,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2017-12-07,16,道路上,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-01-05,17,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-01-23,17,その他,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-02-04,01,その他,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-03-08,07,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-03-19,13,その他,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-04-11,08,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-04-11,不明,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-04-25,07,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-06-01,11,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-06-08,23,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-06-12,07,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-07-11,17,その他,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-07-15,13,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-07-23,22,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-08-13,05,その他,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-08-22,14,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-09-23,08,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-10-01,16,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-10-02,12,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-11-08,15,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2017-12-25,08,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2018-02-25,17,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2018-03-18,18,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2018-03-26,21,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2018-03-31,18,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-02-09,08,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-03-07,08,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-04-02,10,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-04-06,07,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-04-16,08,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-05-21,05,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-05-25,05,その他,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-07-07,10,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-07-29,17,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-09-18,13,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-11-30,08,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-12-19,08,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-01-11,20,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-01-29,09,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-02-01,13,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-02-26,13,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-03-06,07,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-03-20,12,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-04-07,20,道路上,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-04-12,13,道路上,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-05-23,10,その他,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-08-01,不明,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-08-09,07,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-09-15,06,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-10-21,20,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-10-29,18,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-10-31,16,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-11-06,11,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-05-10,19,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-05-20,14,一戸建住宅,70歳以上,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-07-26,06,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-10-04,15,一戸建住宅,50歳代,その他,施錠した
窃盗,自転車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-12-04,05,４階建て以上�
