一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
603,西東京市富士町6-6,35.730011,139.556870,JGD2011,千代田練馬田無線,A,2009-11-30,2009-12-01,4,2,2.0 ,1.2 ,63,59
606,西多摩郡檜原村小沢3728,35.739135,139.122152,JGD2011,水根本宿線,B,2009-11-16,2009-11-17,4,2,1.8 ,1.2 ,62,52
遏･莠�,一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
5,千代田区平河町2-5,35.680115,139.739044,JGD2011,区道２２０号（プリンス通り）,b,2009-07-07,2009-07-09,6,2,1.9 ,1.5 ,65,61
56,港区芝大門2丁目2,35.655869,139.753372,JGD2011,区道1021号線・区道1102号線,C,2009-11-10,2009-11-11,6,2,7.5 ,1.2 ,65,61
74,新宿区納戸町36,35.696926,139.733063,JGD2011,区道34-191,a,2010-02-23,2010-02-26,6,1,0.0 ,1.2 ,62,56
214,中野区弥生町2-41,35.691360,139.671951,JGD2011,区道補助63号(本郷通り),c,2009-12-15,2009-12-16,6,2,2.1 ,1.2 ,66,62
238,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道2132号線（神明通り）,a,2009-06-09,2009-06-12,6,1,0.4 ,1.3 ,67,63
239,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道2103－1号線（真中橋通り）,a,2009-06-16,2009-06-19,6,2,1.3 ,1.9 ,66,60
240,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道2133－1号線,a,2009-05-26,2009-05-29,6,2,0.6 ,1.2 ,66,64
283,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,特別区道荒107号（日暮里中央通り）,c,2009-11-09,2009-11-13,6,2,4.1 ,1.7 ,66,61
284,荒川区東尾久6-35,35.749165,139.772858,JGD2011,特別区道荒111号（旭電化通り）,c,2009-12-07,2009-12-11,6,2,2.5 ,1.5 ,65,59
437,三鷹市下連雀2-26,35.697388,139.566025,JGD2011,市道市道６号線（むらさき橋通り）,b,2009-06-29,2009-07-03,6,2,2.0 ,1.0 ,67,64
456,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2010-03-04,2010-03-05,6,2,5.0 ,1.5 ,71,70.1
458,府中市押立町1-38,35.659218,139.512726,JGD2011,市道白糸台通り,a,2010-01-05,2010-01-07,6,2,3.0 ,1.5 ,66.9,65.6
470,昭島市朝日町4-23,35.708611,139.369812,JGD2011,市道昭島17号（江戸街道）,c,2010-01-19,2010-01-21,6,2,4.5 ,1.2 ,66,61.9
484,町田市木曽東2-1,35.554775,139.426926,JGD2011,市道町田437号線（町田駅前通り）,c,2010-02-03,2010-02-04,6,2,2.4 ,1.2 ,71,66
503,小平市津田町3-34,35.725952,139.470139,JGD2011,市道第B-20号（たかの街道）,a,2009-11-26,2009-11-27,6,2,2.0 ,1.2 ,68,63
517,東村山市久米川町3-30,35.761127,139.479584,JGD2011,市道第３７３号線１（鷹の道）,a,2009-10-15,2009-10-16,6,2,4.0 ,1.2 ,64,59
518,東村山市富士見町1-2,35.744614,139.456924,JGD2011,補助道第１号線（江戸街道）,c,2009-11-19,2009-11-20,6,2,2.1 ,1.2 ,66,61
524,国分寺市日吉町3-26,35.703793,139.453552,JGD2011,国分寺市道幹９号線（内藤橋街道）,a,2009-12-15,2009-12-16,6,2,2.0 ,1.2 ,67,62
525,国分寺市西町1-5,35.703697,139.437271,JGD2011,国分寺市道幹11号線（戸倉通り）,a,2009-12-15,2009-12-16,6,2,4.0 ,1.2 ,65,60
526,国分寺市日吉町1-30,35.703468,139.459076,JGD2011,国分寺市道幹７号線（熊野神社通り）,a,2009-12-15,2009-12-16,6,2,2.5 ,1.2 ,65,59
530,国立市谷保6256-8,35.680934,139.431754,JGD2011,市道南26号線（石田街道）,b,2010-02-24,2010-02-25,6,2,1.0 ,1.2 ,68,63
559,武蔵村山市榎1-1,35.746552,139.385162,JGD2011,市道２号線（江戸街道）,c,2009-10-27,2009-10-28,6,2,4.1 ,1.2 ,64,59
594,西東京市南町3-18,35.722900,139.542709,JGD2011,市道119号線,a,2009-11-18,2009-11-19,6,2,5.0 ,1.2 ,62,55
炊逕一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
59,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2013-02-19,2013-02-22,4,4,0.4,1.2,72,70
60,新宿区下落合3-19-3,35.722710,139.703415,JGD2011,都道千代田練馬田無線(目白通り),c,2013-02-26,2013-03-01,4,2,0.5,1.2,71,69
61,新宿区西落合4-3-9,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2013-02-26,2013-03-01,4,4,0.4,1.2,74,74
62,新宿区西早稲田1-16-31,35.711536,139.720535,JGD2011,都道千代田練馬田無線(新目白通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,72,70
63,新宿区中落合1-3-9,35.717243,139.691910,JGD2011,都道千代田練馬田無線(新目白通り),c,2013-02-26,2013-03-01,4,4,0.5,1.2,75,71
64,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-19,2013-02-22,4,1,0.3,1.2,66,64
65,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-26,2013-03-01,4,4,0.5,1.2,68,65
66,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-26,2013-03-01,4,2,0.4,1.2,68,65
67,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線補(諏訪通り),b,2013-02-26,2013-03-01,4,4,0.3,1.2,68,64
68,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2013-02-19,2013-02-22,4,2,0.4,1.2,65,65
69,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2013-02-19,2013-02-22,4,4,0.4,1.2,69,68
70,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2013-02-26,2013-03-01,4,10,0.4,1.2,71,67
71,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2013-02-19,2013-02-22,4,4,5.2,1.2,66,64
72,新宿区新宿1-7-3,35.688770,139.710327,JGD2011,区道41-900(新宿通り),c,2013-02-26,2013-03-01,5,4,0.4,1.2,70,69
73,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2013-02-19,2013-02-22,4,4,0.5,1.2,68,66
74,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,68,66
75,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,73,72
76,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2013-02-26,2013-03-01,4,4,0.3,1.2,73,70
77,新宿区納戸町36,35.696926,139.733063,JGD2011,区道34-191,a,2013-02-19,2013-02-22,6,1,0.0,1.2,62,56
78,新宿区大久保3-1-3,35.704975,139.707657,JGD2011,都道芝新宿王子線(明治通り),c,2013-02-19,2013-02-22,4,4,0.3,1.2,75,74
79,新宿区四谷2-11-9,35.687426,139.723889,JGD2011,国道20号,C,2013-03-21,2013-03-22,3,8,6,1.2,68,66
80,新宿区本塩町22-8,35.690864,139.729165,JGD2011,都道新宿両国線,C,2013-03-21,2013-03-22,4,6,5,1.2,70,68
81,新宿区原町3-18,35.700424,139.722900,JGD2011,都道神楽坂高円寺線,C,2013-03-21,2013-03-22,4,2,4.3,1.2,63,60
82,新宿区北新宿1-28-16,35.701828,139.692505,JGD2011,都道神楽坂高円寺線,C,2013-03-21,2013-03-22,4,2,2.6,1.2,65,64
83,新宿区西落合1-26-16,35.722862,139.680359,JGD2011,都道落合井草線,C,2013-03-21,2013-03-22,4,2,3.0,1.2,68,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
