窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2018-11-23,16,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2018-05-28,14,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2018-07-11,09,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2018-10-31,12,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2018-11-18,22,道路上,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚２丁目,2017-12-23,12,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚２丁目,2018-03-06,09,道路上,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚２丁目,2018-04-08,22,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚２丁目,2018-05-25,21,４階建て以上共同住宅,10歳代,小学生,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2017-11-27,14,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-01-25,13,４階建て以上共同住宅,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-01-28,13,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-02-03,20,道路上,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-02-09,12,道路上,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-04-13,19,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-04-14,08,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-05-23,17,道路上,50歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-06-12,21,道路上,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-06-18,10,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-07-09,18,道路上,20歳代,大学生,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-09-19,10,道路上,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-10-19,22,道路上,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-10-30,18,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-11-02,17,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2017-08-31,17,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2018-03-03,18,その他の住宅（３階建て以下共同住宅等）,70歳以上,その他,施錠した
窃盗,自転車盗,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2018-08-08,15,道路上,20歳代,その他,施錠した
窃盗,自転車盗,巣鴨,染井駐在所,131164,東京都,豊島区,駒込６丁目,2018-09-22,18,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋２丁目,2018-09-20,00,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋２丁目,2018-11-13,00,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋３丁目,2018-05-24,07,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,巣鴨,サン
