窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,西瑞江５丁目,2018-12-07,00,その他の住宅（３階建て以下共同住宅等）,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町２丁目,2016-07-05,22,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2018-05-07,10,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2018-05-09,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,松が谷,2018-06-09,21,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2018-12-23,21,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2018-07-17,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2018-08-03,00,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-03-29,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-06-07,11,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小山駐在所,132098,東京都,町田市,小山町,2018-01-12,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小山駐在所,132098,東京都,町田市,小山町,2018-08-22,21,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,相原駐在所,132098,東京都,町田市,小山ヶ丘４丁目,2018-01-22,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2018-09-22,20,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2018-11-20,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,長房町交番,132012,東京都,八王子市,長房町,2018-09-29,05,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,諏訪交番,132012,東京都,八王子市,諏訪町,2018-09-05,14,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012,東京都,八王子市,館町,2018-02-11,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012,東京都,八王子市,館町,2018-02-14,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012,東京都,八王子市,館町,2018-04-20,不明,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,関戸２丁目,2017-07-01,00,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,愛宕交番,132241,東京都,多摩市,和田,2016-12-08,12,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,永山駅前交番,132241,東京都,多摩市,諏訪４丁目,2018-03-10,13,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合１丁目,2018-01-04,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合１丁目,2018-03-03,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合１丁目,2018-07-23,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合１丁目,2018-12-21,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,平尾交番,132250,東京都,稲城市,平尾３丁目,2017-01-10,12,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,若葉台駅前交番,132250,東京都,稲城市,若葉台２丁目,2018-06-05,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,けやき通交番,132209,東京都,東大和市,清水４丁目,2018-08-10,13,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,けやき通交番,132209,東京都,東大和市,清水６丁目,2018-11-01,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,けやき通交番,132209,東京都,東大和市,向原１丁目,2018-12-14,13,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,南街交番,132209,東京都,東大和市,桜が丘１丁目,2012-10-21,不明,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,南街交番,132209,東京都,東大和市,桜が丘１丁目,2018-03-06,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,南街交番,132209,東京都,東大和市,南街１丁目,2018-07-01,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,南街交番,132209,東京都,東大和市,向原６丁目,2018-10-20,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,奈良橋交番,132209,東京都,東大和市,蔵敷３丁目,2018-07-27,20,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,奈良橋交番,132209,東京都,東大和市,立野１丁目,2018-09-26,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,奈良橋交番,132209,東京都,東大和市,立野２丁目,2018-01-01,不明,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,榎１丁目,2018-08-18,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,大南２丁目,2018-07-11,不明,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,大南２丁目,2018-07-11,不明,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2017-05-02,13,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,学園１丁目,2018-10-01,07,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,高木駐在所,132209,東京都,東大和市,清原２丁目,2018-09-28,08,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,玉川上水駅前交番,132209,東京都,東大和市,上北台３丁目,2017-12-31,12,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,玉川上水駅前交番,132209,東京都,東大和市,上北台３丁目,2018-07-11,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,下長淵駐在所,132055,東京都,青梅市,新町３丁目,2018-03-08,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2018-07-01,19,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町９丁目,2018-09-21,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,五日市,五日市駅前交番,132284,東京都,あきる野市,舘谷,2018-05-21,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,五日市,五日市駅前交番,132284,東京都,あきる野市,舘谷台,2018-04-19,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2018-04-24,06,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,中福生駐在所,132187,東京都,福生市,北田園２丁目,2018-03-15,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,長岡駐在所,133035,東京都,瑞穂町,長岡１丁目,2018-04-02,23,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,渕上駐在所,132284,東京都,あきる野市,引田,2018-05-25,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,秋川６丁目,2018-07-25,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2018-06-14,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,雨間,2018-07-11,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,二宮,2018-06-16,14,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,秋留２丁目,2018-07-13,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,大字箱根ケ崎,2018-04-30,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,西八王子駅前交番,132012,東京都,八王子市,子安町１丁目,2018-03-11,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町２丁目,2018-09-28,22,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,追分交番,132012,東京都,八王子市,元本郷町４丁目,2018-03-26,18,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,清川町,2018-04-19,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町４丁目,2018-04-05,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,八幡町,2018-06-08,07,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,緑町,2018-02-11,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町２丁目,2018-10-08,18,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2018-08-23,01,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2018-08-02,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2018-02-15,20,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町４丁目,2018-01-12,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町４丁目,2018-02-14,03,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王２丁目,2018-05-02,08,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野町,2018-04-04,11,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-05-02,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-04-26,21,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-11,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-07-23,03,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,北八王子交番,132012,東京都,八王子市,小宮町,2018-08-01,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2018-02-11,18,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2018-09-28,00,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-01-02,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-08-15,04,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町１丁目,2018-09-01,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-09-06,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,森野４丁目,2018-06-01,20,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,上小山田町,2018-01-20,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田３丁目,2018-05-20,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2018-10-28,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2018-12-17,17,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森１丁目,2018-01-14,07,駐車（輪）場,キーあり,あり,自動二
