歳入歳出区分,会計名,款,款名,項,項名,目,目名
歳出,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費
歳出,一般会計,4,衛生費,1,保健衛生費,4,環境保全費
歳出,一般会計,4,衛生費,1,保健衛生費,5,公害対策費
歳出,一般会計,4,衛生費,2,清掃費,1,清掃総務費
歳出,一般会計,4,衛生費,2,清掃費,2,塵芥処理費
歳出,一般会計,4,衛生費,2,清掃費,3,し尿処理費
歳出,一般会計,5,労働費,1,労働諸費,1,労働諸費
歳出,一般会計,6,農林業費,1,農業費,1,農業委員会費
歳出,一般会計,6,農林業費,1,農業費,2,農業総務費
歳出,一般会計,6,農林業費,1,農業費,3,農業振興費
歳出,一般会計,7,商工費,1,商工費,1,商工総務費
歳出,一般会計,7,商工費,1,商工費,2,商工振興費
歳出,一般会計,7,商工費,1,商工費,3,消費者対策費
歳出,一般会計,8,土木費,1,土木管理費,1,土木総務費
歳出,一般会計,8,土木費,2,道路橋りょう費,1,道路橋りょう総務費
歳出,一般会計,8,土木費,2,道路橋りょう費,2,道路維持費
歳出,一般会計,8,土木費,2,道路橋りょう費,3,道路新設改良費
歳出,一般会計,8,土木費,2,道路橋りょう費,4,交通安全施設費
歳出,一般会計,8,土木費,2,道路橋りょう費,5,橋りょう維持費
歳出,一般会計,8,土木費,3,都市計画費,1,都市計画総務費
歳出,一般会計,8,土木費,3,都市計画費,4,公園費
歳出,一般会計,8,土木費,3,都市計画費,5,緑化推進対策費
歳出,一般会計,8,土木費,4,住宅費,1,住宅管理費
歳出,一般会計,9,消防費,1,消防費,1,常備消防費
歳出,一般会計,9,消防費,1,消防費,2,非常備消防費
歳出,一般会計,9,消防費,1,消防費,3,消防施設費
歳出,一般会計,9,消防費,1,消防費,4,水防費
歳出,一般会計,9,消防費,1,消防費,5,災害対策費
歳出,一般会計,10,教育費,1,教育総務費,1,教育委員会費
歳出,一般会計,10,教育費,1,教育総務費,2,事務局費
歳出,一般会計,10,教育費,1,教育総務費,3,教育指導費
歳出,一般会計,10,教育費,2,小学校費,1,学校管理費
歳出,一般会計,10,教育費,2,小学校費,2,教育振興費
歳出,一般会計,10,教育費,2,小学校費,3,学校保健衛生費
歳出,一般会計,10,教育費,2,小学校費,4,学校建設費
歳出,一般会計,10,教育費,3,中学校費,1,学校管理費
歳出,一般会計,10,教育費,3,中学校費,2,教育振興費
歳出,一般会計,10,教育費,3,中学校費,3,学校保健衛生費
歳出,一般会計,10,教育費,3,中学校費,4,学校建設費
歳出,一般会計,10,教育費,4,幼稚園費,1,幼稚園費
歳出,一般会計,10,教育費,5,社会教育費,1,社会教育総務費
歳出,一般会計,10,教育費,5,社会教育費,2,公民館費
歳出,一般会計,10,教育費,5,社会教育費,3,図書館費
歳出,一般会計,10,教育費,5,社会教育費,4,社会教育施設費
歳出,一般会計,10,教育費,6,保健体育費,1,保健体育総務費
歳出,一般会計,10,教育費,6,保健体育費,2,体育施設費
歳出,一般会計,10,教育費,6,保健体育費,3,学校給食費
歳出,一般会計,12,公債費,1,公債費,1,元金
歳出,一般会計,12,公債費,1,公債費,2,利子
歳出,国民健康保険特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,国民健康保険特別会計,1,総務費,1,総務管理費,2,連合会負担金
歳出,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費
歳出,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,1,一般被保険者療養給付費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,3,一般被保険者療養費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,5,審査支払手数料
歳出,国民健康保険特別会計,2,保険給付費,2,高額療養費,1,一般被保険者高額療養費
歳出,国民健康保険特別会計,2,保険給付費,2,高額療養費,3,一般被保険者高額介護合算療養費
歳出,国民健康保険特別会計,2,保険給付費,3,移送費,1,一般被保険者移送費
歳出,国民健康保険特別会計,2,保険給付費,4,出産育児諸費,1,出産育児一時金
歳出,国民健康保険特別会計,2,保険給付費,5,葬祭費,1,葬祭費
歳出,国民健康保険特別会計,2,保険給付費,6,結核・精神医療給付金,1,結核・精神医療給付金
歳出,国民健康保険特別会計,2,保険給付費,7,傷病手当金,1,傷病手当金
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,1,一般被保険者医療給付費分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,2,退職被保険者等医療給付費分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,1,一般被保険者後期高齢者支援金等分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,2,退職被保険者等後期高齢者支援金等分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,3,介護納付金,1,介護納付金
歳出,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費
歳出,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費
歳出,国民健康保険特別会計,6,基金積立金,1,基金積立金,1,基金積立金
歳出,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,1,一般被保険者保険税還付金
歳出,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,6,保険給付費等交付金償還金
歳出,国民健康保険特別会計,9,共同事業拠出金,1,共同事業拠出金,1,その他共同事業事務費拠出金
歳出,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費
歳出,後期高齢者医療特別会計,2,広域連合納付金,1,広域連合負担金,1,広域連合分賦金
歳出,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費
歳出,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費
歳出,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費
歳出,後期高齢者医療特別会計,5,諸支出金,1,償還金及び還付加算金,1,保険料還付金
歳出,後期高齢者医療特別会計,5,諸支出金,2,繰出金,1,一般会計繰出金
歳出,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費
歳出,介護保険特別会計,1,総務費,1,総務管理費,3,連合会負担金
歳出,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費
歳出,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費
歳出,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費
歳出,介護保険特別会計,2,保険給付費,1,介護サービス等諸費,1,介護サービス等諸費
歳出,介護保険特別会計,2,保険給付費,2,介護予防サービス等諸費,1,介護予防サービス等諸費
歳出,介護保険特別会計,2,保険給付費,3,その他諸費,1,審査支払手数料
歳出,介護保険特別会計,2,保険給付費,4,高額介護サービス等費,1,高額介護サービス等費
歳出,介護保険特別会計,2,保険給付費,5,高額医療合算介護サービス等費,1,高額医療合算介護サービス等費
歳出,介護保険特別会計,2,保険給付費,6,特定入所者介護サービス等費,1,特定入所者介護サービス等費
歳出,介護保険特別会計,2,保険給付費,7,市町村特別給付費,1,市町村特別給付費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,4,その他の諸経費
歳出,介護保険特別会計,5,基金積立金,1,基金積立金,1,介護保険給付準備基金積立金
歳出,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,1,第１号被保険者保険料還付金
歳出,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,3,償還金
歳出,介護保険特別会計,7,諸支出金,3,繰出金,1,他会計繰出金
歳出35 f
0000001832 65535 f
0000001833 65535 f
0000001834 65535 f
0000001835 65535 f
0000001836 65535 f
0000001837 65535 f
0000001838 65535 f
0000001839 65535 f
0000001840 65535 f
0000001841 65535 f
0000001842 65535 f
0000001843 65535 f
0000001844 65535 f
0000001845 65535 f
0000001846 65535 f
0000001847 65535 f
0000001848 65535 f
0000001849 65535 f
0000001850 65535 f
0000001851 65535 f
0000001852 65535 f
0000001853 65535 f
0000001854 65535 f
0000001855 65535 f
0000001856 65535 f
0000001857 65535 f
0000001858 65535 f
0000001859 65535 f
0000001860 65535 f
0000001861 65535 f
0000001862 65535 f
0000001863 65535 f
0000001864 65535 f
0000001865 65535 f
0000001866 65535 f
0000001867 65535 f
0000001868 65535 f
0000001869 65535 f
0000001870 65535 f
0000001871 65535 f
0000001872 65535 f
0000001873 65535 f
0000001874 65535 f
0000001875 65535 f
0000001876 65535 f
0000001877 65535 f
0000001878 65535 f
0000001879 65535 f
0000001880 65535 f
0000001881 65535 f
0000001882 65535 f
0000001883 65535 f
0000001884 65535 f
0000001885 65535 f
0000001886 65535 f
0000001887 65535 f
0000001888 65535 f
0000001889 65535 f
0000001890 65535 f
0000001891 65535 f
0000001892 65535 f
0000001893 65535 f
0000001894 65535 f
0000001895 65535 f
0000001896 65535 f
0000001897 65535 f
0000001898 65535 f
0000001899 65535 f
0000001900 65535 f
0000001901 65535 f
0000001902 65535 f
0000001903 65535 f
0000001904 65535 f
0000001905 65535 f
0000001906 65535 f
0000001907 65535 f
0000001908 65535 f
0000001909 65535 f
0000001910 65535 f
0000001911 65535 f
0000001912 65535 f
0000001913 65535 f
0000001914 65535 f
0000001915 65535 f
0000001916 65535 f
0000001917 65535 f
0000001918 65535 f
0000001919 65535 f
0000001920 65535 f
0000001921 65535 f
0000001922 65535 f
0000001923 65535 f
0000001924 65535 f
0000001925 65535 f
0000001926 65535 f
0000001927 65535 f
0000001928 65535 f
0000001929 65535 f
0000001930 65535 f
0000001931 65535 f
0000001932 65535 f
0000001933 65535 f
0000001934 65535 f
0000001935 65535 f
0000001936 65535 f
0000001937 65535 f
0000001938 65535 f
0000001939 65535 f
0000001940 65535 f
0000001941 65535 f
0000001942 65535 f
0000001943 65535 f
0000001944 65535 f
0000001945 65535 f
0000001946 65535 f
0000001947 65535 f
0000001948 65535 f
0000001949 65535 f
0000001950 65535 f
0000001951 65535 f
0000001952 65535 f
0000001953 65535 f
0000001954 65535 f
0000001955 65535 f
0000001956 65535 f
0000001957 65535 f
0000001958 65535 f
0000001959 65535 f
0000001960 65535 f
0000001961 65535 f
0000001962 65535 f
0000001963 65535 f
0000001964 65535 f
0000001965 65535 f
0000001966 65535 f
0000001967 65535 f
0000001968 65535 f
0000001969 65535 f
0000001970 65535 f
0000001971 65535 f
0000001972 65535 f
0000001973 65535 f
0000001974 65535 f
0000001975 65535 f
0000001976 65535 f
0000001977 65535 f
0000001978 65535 f
0000001979 65535 f
0000001980 65535 f
0000001981 65535 f
0000001982 65535 f
0000001983 65535 f
0000001984 65535 f
0000001985 65535 f
0000001986 65535 f
0000001987 65535 f
0000001988 65535 f
0000001989 65535 f
0000001990 65535 f
0000001991 65535 f
0000001992 65535 f
0000001993 65535 f
0000001994 65535 f
0000001995 65535 f
0000001996 65535 f
0000001997 65535 f
0000001998 65535 f
0000001999 65535 f
0000002000 65535 f
0000002001 65535 f
0000002002 65535 f
0000002003 65535 f
0000002004 65535 f
0000002005 65535 f
0000002006 65535 f
0000002007 65535 f
0000002008 65535 f
0000002009 65535 f
0000002010 65535 f
0000002011 65535 f
0000002012 65535 f
0000002013 65535 f
0000002014 65535 f
0000002015 65535 f
0000002016 65535 f
0000002017 65535 f
0000002018 65535 f
0000002019 65535 f
0000002020 65535 f
0000002021 65535 f
0000002022 65535 f
0000002023 65535 f
0000002024 65535 f
0000002025 65535 f
0000002026 65535 f
0000002027 65535 f
0000002028 65535 f
0000002029 65535 f
0000002030 65535 f
0000002031 65535 f
0000002032 65535 f
0000002033 65535 f
0000002034 65535 f
0000002035 65535 f
0000002036 65535 f
0000002037 65535 f
0000002038 65535 f
0000002039 65535 f
0000002040 65535 f
0000002041 65535 f
0000002042 65535 f
0000002043 65535 f
0000002044 65535 f
0000002045 65535 f
0000002046 65535 f
0000002047 65535 f
0000002048 65535 f
0000002049 65535 f
0000002050 65535 f
0000002051 65535 f
0000002052 65535 f
0000002053 65535 f
0000002054 65535 f
0000002055 65535 f
0000002056 65535 f
0000002057 65535 f
0000002058 65535 f
0000002059 65535 f
0000002060 65535 f
0000002061 65535 f
0000002062 65535 f
0000002063 65535 f
0000002064 65535 f
0000002065 65535 f
0000002066 65535 f
0000002067 65535 f
0000002068 65535 f
0000002069 65535 f
0000002070 65535 f
0000002071 65535 f
0000002072 65535 f
0000002073 65535 f
0000002074 65535 f
0000002075 65535 f
0000002076 65535 f
0000002077 65535 f
0000002078 65535 f
0000002079 65535 f
0000002080 65535 f
0000002081 65535 f
0000002082 65535 f
0000002083 65535 f
0000002084 65535 f
0000002085 65535 f
0000002086 65535 f
0000002087 65535 f
0000002088 65535 f
0000002089 65535 f
0000002090 65535 f
0000002091 65535 f
0000002092 65535 f
0000002093 65535 f
0000002094 65535 f
0000002095 65535 f
0000002096 65535 f
0000002097 65535 f
0000002098 65535 f
0000002099 65535 f
0000002100 65535 f
0000002101 65535 f
0000002102 65535 f
0000002103 65535 f
0000002104 65535 f
0000002105 65535 f
0000002106 65535 f
0000002107 65535 f
0000002108 65535 f
0000002109 65535 f
0000002110 65535 f
0000002111 65535 f
0000002112 65535 f
0000002113 65535 f
0000002114 65535 f
0000002115 65535 f
0000002116 65535 f
0000002117 65535 f
0000002118 65535 f
0000002119 65535 f
0000002120 65535 f
0000002121 65535 f
0000002122 65535 f
0000002123 65535 f
0000002124 65535 f
0000002125 65535 f
0000002126 65535 f
0000002127 65535 f
0000002128 65535 f
0000002129 65535 f
0000002130 65535 f
0000002131 65535 f
0000002132 65535 f
0000002133 65535 f
0000002134 65535 f
0000002135 65535 f
0000002136 65535 f
0000002137 65535 f
0000002138 65535 f
0000002139 65535 f
0000002140 65535 f
0000002141 65535 f
0000002142 65535 f
0000002143 65535 f
0000002144 65535 f
0000002145 65535 f
0000002146 65535 f
0000002147 65535 f
0000002148 65535 f
0000002149 65535 f
0000002150 65535 f
0000002151 65535 f
0000002152 65535 f
0000002153 65535 f
0000002154 65535 f
0000002155 65535 f
0000002156 65535 f
0000002157 65535 f
0000002158 65535 f
0000002159 65535 f
0000002160 65535 f
0000002161 65535 f
0000002162 65535 f
0000002163 65535 f
0000002164 65535 f
0000002165 65535 f
0000002166 65535 f
0000002167 65535 f
0000002168 65535 f
0000002169 65535 f
0000002170 65535 f
0000002171 65535 f
0000002172 65535 f
0000002173 65535 f
0000002174 65535 f
0000002175 65535 f
0000002176 65535 f
0000002177 65535 f
0000002178 65535 f
0000002179 65535 f
0000002180 65535 f
0000002181 65535 f
0000002182 65535 f
0000002183 65535 f
0000002184 65535 f
0000002185 65535 f
0000002186 65535 f
0000002187 65535 f
0000002188 65535 f
0000002189 65535 f
0000002190 65535 f
0000002191 65535 f
0000002192 65535 f
0000002193 65535 f
0000002194 65535 f
0000002195 65535 f
0000002196 65535 f
0000002197 65535 f
0000002198 65535 f
0000002199 65535 f
0000002200 65535 f
0000002201 65535 f
0000002202 65535 f
0000002203 65535 f
0000002204 65535 f
0000002205 65535 f
0000002206 65535 f
0000002207 65535 f
0000002208 65535 f
0000002209 65535 f
0000002210 65535 f
0000002211 65535 f
0000002212 65535 f
0000002213 65535 f
0000002214 65535 f
0000002215 65535 f
0000002216 65535 f