年齢別人口　平成３０年４月１日現在,,,,
年齢,男,女,合計,
86,1,8,5,10,4,5,7,15,3,7,0,1,11,10,3,4,4,8,3,4,0,2,2,3,0,1,3,8,16,31,1,5,4,9,7,5,0,7,7,8,2,5,1,1,4,9,5,11,2,12,2,7,8,3,7,10,3,7,6,10,14,11,2,1,1,0,3,2,0,4,0,2,0,2,1,7,8,12,6,14,11,13,5,5,3,7,9,8,6,9,7,14,15,21,15,29,8,13,2,2,0,0,7,2,7,16,3,2,8,10,4,4,2,7,11,8,4,4,5,8,6,16,6,9,4,8,4,1,13,15,8,16,4,9,4,3,3,6,2,5,8,9,7,2,8,10,1,2,4,0,1,2,1,3,2,8,1,3,2,5,5,15,11,9,393,619,"1,012"
87,3,10,3,9,2,7,1,13,4,5,1,4,7,10,3,5,1,1,2,3,0,2,1,3,0,3,3,1,7,18,4,6,1,3,2,3,2,1,3,4,5,5,1,4,6,9,7,9,0,5,6,9,5,5,5,10,1,5,12,10,6,6,1,0,0,0,0,2,1,3,1,3,1,2,5,4,2,6,15,9,5,7,4,5,6,8,3,4,0,4,9,10,13,22,15,33,12,8,4,1,0,0,3,6,10,11,1,2,4,9,1,3,4,10,9,7,1,8,5,10,6,9,6,3,1,3,2,3,12,14,7,5,3,6,3,4,1,1,0,1,7,8,4,1,2,4,2,1,4,1,2,1,0,0,3,5,0,1,3,7,2,4,5,10,314,477,791
88,4,10,4,8,2,2,4,6,1,3,2,0,4,8,4,3,4,4,1,3,1,1,0,3,0,0,3,3,8,19,3,7,6,0,5,5,1,5,1,3,8,3,1,2,6,8,5,12,4,6,6,8,4,3,6,8,2,6,7,8,6,6,3,1,0,0,0,1,1,2,1,8,1,1,2,10,2,10,7,14,4,11,5,5,2,4,2,6,1,4,5,11,8,17,12,13,9,5,1,6,0,0,1,4,6,2,2,2,4,4,3,1,2,6,7,6,3,5,4,4,4,13,1,3,0,10,0,1,4,6,2,6,7,3,5,4,0,4,2,3,10,5,5,0,7,6,2,0,1,0,2,3,0,1,3,6,3,2,3,2,6,5,7,5,285,414,699
89,1,7,0,6,4,5,2,9,2,4,0,3,6,10,0,1,5,8,1,2,0,2,1,0,0,0,0,5,2,22,2,1,2,5,1,1,1,2,1,5,3,3,2,5,1,3,7,9,5,7,3,7,5,4,2,7,3,0,8,8,5,4,1,3,1,0,1,2,1,1,3,7,1,0,3,7,4,4,7,6,7,5,5,2,4,7,1,6,0,2,4,5,5,13,9,16,4,8,2,2,0,0,6,4,10,8,5,3,4,6,1,5,0,3,7,7,3,6,4,2,7,12,1,7,3,7,0,4,6,9,6,7,3,2,2,3,1,3,0,0,3,6,1,3,1,5,1,5,0,0,2,2,2,2,2,4,2,5,5,3,3,9,1,6,230,399,629
90,2,9,2,5,1,5,4,5,1,5,1,0,5,8,1,3,3,6,1,2,1,3,0,6,0,0,2,3,6,14,0,1,0,4,0,1,3,9,4,5,5,4,1,3,4,7,7,9,5,13,3,1,3,6,2,3,3,2,1,6,4,6,1,1,1,0,0,5,1,0,0,3,1,0,1,2,2,4,7,3,3,9,1,1,1,8,1,6,3,4,5,6,5,10,6,10,3,11,1,1,0,0,3,2,2,6,0,2,2,4,3,2,1,1,0,6,2,4,5,4,6,6,1,2,2,5,1,1,4,5,4,7,4,3,4,3,3,1,0,1,3,6,2,2,2,5,0,0,0,2,2,0,0,0,3,2,0,1,3,2,3,3,3,6,186,332,518
91,4,8,4,6,0,3,6,6,0,1,2,3,5,11,1,2,1,2,0,2,1,0,0,3,0,2,2,1,7,17,1,4,1,1,0,2,1,4,2,3,2,1,0,3,1,4,4,9,2,13,2,1,3,10,2,8,0,4,4,2,1,1,1,0,0,0,1,2,3,3,1,6,2,0,0,5,1,4,7,5,3,5,0,1,0,2,0,4,2,2,2,6,9,8,4,6,3,5,0,4,0,0,2,3,1,3,0,3,2,2,2,0,2,1,1,2,3,0,0,1,5,5,4,4,0,3,1,2,1,4,5,5,0,4,0,1,1,3,2,1,1,4,1,0,6,6,0,1,1,0,1,1,0,0,1,5,1,0,3,0,4,3,2,7,151,279,430
92,3,6,2,7,0,2,1,4,0,3,0,0,2,8,0,1,1,7,1,2,0,1,0,2,1,1,0,2,6,6,0,0,0,2,2,1,0,3,2,4,0,1,1,1,2,5,0,10,0,8,3,2,3,6,1,3,2,2,3,5,2,3,0,0,0,0,2,2,0,0,0,5,0,2,1,2,2,4,2,4,2,6,1,0,2,2,1,2,3,0,1,3,2,6,0,7,3,3,1,0,0,0,2,1,2,2,0,1,2,0,1,0,1,3,0,1,0,4,0,2,6,0,0,5,1,3,0,3,3,1,2,1,1,3,0,2,0,2,0,2,3,5,0,0,2,1,2,1,0,1,0,1,1,0,0,0,0,2,0,2,1,1,3,3,94,209,303
93,0,2,2,6,1,6,0,2,0,1,0,0,2,5,1,1,0,0,1,1,0,0,0,2,0,1,1,1,1,9,0,0,0,1,2,0,1,4,1,3,0,3,0,1,5,3,2,5,0,4,2,8,2,7,3,4,0,1,2,7,4,2,1,1,0,0,0,1,0,0,0,5,0,1,0,2,2,2,0,5,0,3,1,1,0,0,2,1,0,2,3,5,2,8,1,6,1,0,2,3,0,0,3,2,1,2,0,1,1,1,1,0,2,0,4,3,1,2,1,3,2,1,3,2,0,1,2,1,2,2,1,2,0,3,1,2,0,1,0,1,1,0,0,0,2,4,1,1,0,0,0,3,0,1,1,1,1,2,1,3,0,1,0,0,80,182,262
94,3,5,1,4,1,2,0,6,0,3,0,0,3,2,2,2,1,3,0,2,0,1,0,0,0,1,1,2,5,13,2,0,1,1,2,1,1,1,0,2,0,3,0,1,1,3,1,6,1,3,1,2,0,5,0,2,0,2,2,1,1,4,0,2,0,0,0,0,0,1,0,8,0,0,1,2,0,2,0,3,0,4,0,1,0,0,0,1,0,2,1,2,0,3,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,4,3,0,3,3,6,0,1,0,7,0,1,0,3,1,2,0,3,0,3,0,2,0,0,0,3,0,1,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,3,0,0,1,1,46,172,218
95,2,3,1,2,0,1,0,1,0,0,0,0,2,3,2,0,1,0,1,1,0,0,0,4,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,4,0,1,0,1,1,2,2,2,4,1,1,2,1,6,0,2,0,0,1,6,0,2,1,0,0,0,0,5,0,0,0,3,0,1,2,3,0,3,0,4,0,0,0,1,1,2,0,1,0,0,1,0,2,1,0,5,1,4,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,2,2,0,1,0,3,0,2,0,0,0,1,0,1,1,1,1,0,1,3,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,38,115,153
96,0,4,0,2,0,1,0,0,0,2,0,1,1,2,0,2,1,2,0,0,0,1,0,1,0,1,0,0,0,9,1,0,0,0,0,1,1,3,1,2,0,0,0,0,1,2,2,5,1,3,1,2,0,4,0,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,27,90,117
97,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,2,0,4,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,3,0,0,0,4,1,1,0,0,0,0,0,2,1,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,70,86
98,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,38,47
99,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,35,42
100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,22
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15,17
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,8
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
