窃盗,車上ねらい,八王子,追分交番,132012,東京都,八王子市,八幡町,2018-12-21,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,追分交番,132012,東京都,八王子市,八木町,2018-07-22,11,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,大横町,2018-04-25,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町１丁目,2018-12-04,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2018-05-14,08,その他,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,寺町,2018-08-22,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2018-07-10,14,その他,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2018-07-19,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,天神町,2018-07-12,09,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,天神町,2018-08-26,08,その他,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2018-02-11,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,三崎町,2018-06-07,22,道路上,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町１丁目,2018-03-06,14,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,元横山交番,132012,東京都,八王子市,大横町,2018-09-29,18,その他,施錠せず,なし
窃盗,車上ねらい,八王子,元横山交番,132012,東京都,八王子市,本町,2018-01-20,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,八王子,元横山交番,132012,東京都,八王子市,元横山町３丁目,2018-05-26,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,元横山交番,132012,東京都,八王子市,元横山町３丁目,2018-08-29,09,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町５丁目,2018-02-27,11,その他,施錠せず,あり
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町６丁目,2018-08-28,15,道路上,施錠せず,なし
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,尾崎町,2018-04-12,14,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,左入町,2018-08-19,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王１丁目,2018-06-16,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-03-13,15,その他,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-04-19,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-11,12,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-10-08,09,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-12-24,07,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-12-28,08,道路上,施錠せず,あり
窃盗,車上ねらい,八王子,下川口駐在所,132012,東京都,八王子市,川口町,2018-01-05,00,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,八王子,下川口駐在所,132012,東京都,八王子市,川口町,2018-04-24,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,下川口駐在所,132012,東京都,八王子市,川口町,2018-08-21,12,その他,施錠せず,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,宇津木町,2018-09-01,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2018-04-19,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,左入町駐在所,132012,東京都,八王子市,左入町,2018-10-25,23,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,左入町駐在所,132012,東京都,八王子市,谷野町,2018-10-22,00,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,久保山駐在所,132012,東京都,八王子市,久保山町１丁目,2018-07-26,14,その他,施錠せず,なし
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-01-09,19,道路上,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-02-08,04,道路上,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-04-13,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-11-30,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-08-08,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-09-03,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町１丁目,2018-01-06,07,その他,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-07-04,15,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町４丁目,2018-01-26,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野５丁目,2018-08-23,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野６丁目,2018-01-27,17,その他,施錠せず,あり
窃盗,車上ねらい,町田,金森交番,132098,東京都,町田市,金森東４丁目,2018-05-18,12,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2018-09-20,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間３丁目,2018-10-26,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間５丁目,2018-08-27,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間５丁目,2018-10-10,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-10-14,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園７丁目,2018-08-08,10,道路上,施錠せず,あり
窃盗,車上ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園８丁目,2018-09-07,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2018-10-26,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,町田,小野路駐在所,132098,東京都,町田市,小野路町,2018-10-12,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-03-26,18,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-06-19,16,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-11-16,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-08-21,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-03-23,02,その他,施錠せず,あり
窃盗,車上ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野２丁目,2018-06-28,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井２丁目,2018-12-07,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-02-21,19,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-05-21,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-02-10,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-02-21,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-05-10,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-06-03,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬７丁目,2018-06-29,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生１丁目,2018-02-23,15,その他,施錠せず,あり
窃盗,車上ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂６丁目,2018-06-30,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2018-09-12,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生３丁目,2018-04-11,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2018-09-21,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西１丁目,2018-09-10,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西２丁目,2018-02-25,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西３丁目,2018-04-11,19,道路上,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西３丁目,2018-05-23,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西４丁目,2018-04-15,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西５丁目,2018-03-02,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2018-10-20,13,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,根岸２丁目,2018-07-10,13,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-01-31,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-02-07,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-03-02,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-01,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-16,11,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-18,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町５丁目,2018-03-02,08,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町５丁目,2018-04-26,15,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町６丁目,2018-06-25,14,その他,施錠せず,なし
窃盗,車上ねらい,日野,豊田駅前交番,132128,東京都,日野市,旭が丘３丁目,2018-11-28,02,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平１丁目,2018-12-16,18,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2018-12-19,01,道路上,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平４丁目,2018-05-04,09,道路上,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,日野本町４丁目,2018-12-04,21,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野橋駐在所,132128,東京都,日野市,万願寺２丁目,2018-06-08,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,大字上田,2018-08-03,16,その他,施錠せず,あり
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,大字川辺堀之内,2018-04-28,16,その他,施錠せず,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺�
