施設名称,所在地,緯度,経度,電話番号,URL
わらべみどり保育園向島分園,墨田区向島四丁目2番14号,35.716258,139.811078,03-3625-1131,http://www.ans.co.jp/n/warabemidori-m/
本所たから保育園,墨田区東駒形四丁目4番7号,35.705695,139.805072,03-5610-3737,http://honjotakara-hoikuen.com/
すみだ中和こころ保育園,墨田区菊川一丁目18番5号,35.6901403,139.8021863,03-6666-9449,http://sumidacocoro.com/
両国・なかよし保育園,墨田区両国一丁目10番7号,35.693968,139.790818,03-5638-5835,http://yuusei.or.jp/ryougoku/ryougoku.html
小梅保育園,墨田区向島三丁目42番1号,35.71232,139.810082,03-3829-3663,http://123koume.co.jp/
すみだ川のほとりに笑顔咲くほいくえん,墨田区立川二丁目12番16号,35.691702,139.801,03-6666-9446,http://tokyojidokyokai.com/sumida-egao/
まなびの森保育園錦糸町,墨田区太平二丁目4番4号,35.699972,139.813048,03-5610-0720,
グローバルキッズ押上園,墨田区押上二丁目19番2号,35.713574,139.813301,03-5608-3334,http://www.gkids.co.jp/facilities/nursery_070.html
両国すきっぷ保育園,墨田区両国四丁目25番9号,35.693898,139.796265,03-5625-2200,http://www.skip-hoikuen.com/ryougoku/
のびのび保育園キッズ館,墨田区千歳三丁目8番13号,35.69011,139.796711,03-3634-0086,http://www.nobinobihoiku.com/
のびのび保育園ジュニア館,墨田区千歳二丁目9番8号,35.691378,139.795705,03-5600-2260,http://www.nobinobihoiku.com/
すこやか錦糸保育園,墨田区錦糸三丁目7番1号,35.698603,139.813635,03-3623-3740,http://sukoyaka-kinshi.com/
あい・あい保育園錦糸町園,墨田区亀沢四丁目5番4号,35.696687,139.808455,03-6284-1609,https://aiai.globalbridge.biz/facilities/detail/kinshicyo.shtml
うぃず東駒形保育園,墨田区東駒形二丁目9番9号,35.706269,139.80065,03-6240-4053,http://www.mom.ed.jp/
ベネッセ 菊川北保育園,墨田区立川四丁目10番9号,35.691634,139.806824,03-5625-3516,https://hoiku.benesse-style-care.co.jp/facilities/area_tokyo/sumida/h-kikukawakita/
小学館アカデミーひきふね駅前保育園,墨田区京島一丁目1番1-314号,35.71655,139.817084,03-3610-8178,https://www.shopro.co.jp/hoiku/shisetsu/hikifune/
チェリッシュあおぞらほいくえん,墨田区緑四丁目38番1号,35.695958,139.806466,03-5638-3177,https://child-stage.co.jp/cherish/authorization/aozora
アスク両国保育園,墨田区石原二丁目7番3号,35.699772,139.801453,03-5608-4382,https://www.nihonhoiku.co.jp/blog/ryogoku/
向島ひまわり保育園,墨田区向島三丁目22番8号,35.713319,139.809049,03-5610-3981,http://mukoujima-himawari.com/
じょうえん曳舟保育園,墨田区京島一丁目6番6号107・108号室,35.716446,139.818365,03-6657-5310,http://johen-hikifune.jp/
オウトピア保育園,墨田区緑二丁目5番12号 3F,35.692839,139.801249,03-6659-6233,http://e-houseikai.or.jp/outopia-hoikuen.html
そらまめ保育園すみだ横川,墨田区横川一丁目1番10号 すみだパークプレイス3F ,35.702697,139.809024,03-5637-8709,http://www.soramame-kids.jp/corner72/pg592.html
ひらがなのツリーほいくえん,墨田区業平三丁目9番2号,35.707757,139.812811,03-6658-4417,http://tokyojidokyokai.com/oshiage/index.html
キッズガーデン墨田八広,墨田区八広二丁目54番9号,35.713919,139.8279,03-6657-5451,https://www.kidsgarden.co.jp/nursery/guide/sumidayahiro/
日生曳舟駅前保育園ひびき,墨田区東向島二丁目42番5号,35.72077,139.81817,03-6657-4691,https://www.jlsri.co.jp/business/childcare/hibiki/nursery/hikifune/
石原ここわ保育園,墨田区石原三丁目5番7号,35.69976,139.804844,03-6658-5853,http://ishiwara-cocowa.com/
まなびの森保育園曳舟,墨田区京島一丁目44番17号,35.718997,139.820741,03-3618-8688,http://www.kodomonomori.co.jp/
わらべ向島保育園,墨田区向島三丁目19番5号,35.714569,139.810616,03-5610-2311,http://www.seishinfukushikai.jp/warabemukoujima/
うれしい保育園八広,墨田区八広四丁目33番9号,35.723388,139.828813,03-5655-2321,http://www.care21.co.jp/UH-yahiro/
にじいろ保育園向島,墨田区向島五丁目13番18号,35.719209,139.810659,03-6658-5851,https://www.like-kn.co.jp/academy/establishment/nijiiro/mukoujima/index.html
キッ5.605268082736998 ], [ 139.72218809824818, 35.605274400959203 ], [ 139.72218931234988, 35.605274402078997 ], [ 139.72219041483217, 35.605275304478496 ], [ 139.72219262228978, 35.605275306514429 ], [ 139.72219361439923, 35.605276208812114 ], [ 139.72219670159922, 35.605278555254287 ], [ 139.72220718502919, 35.605280007134517 ], [ 139.72220916949783, 35.605281631453316 ], [ 139.7222125885649, 35.605283437371511 ], [ 139.72221468066493, 35.605287044831336 ], [ 139.72221688326266, 35.605290562254758 ], [ 139.72221809013666, 35.605295791387057 ], [ 139.72221797178813, 35.605301560126989 ], [ 139.72221266242261, 35.605309847951723 ], [ 139.72221011649219, 35.605315163761738 ], [ 139.72221375119699, 35.605320665547659 ], [ 139.72222114406568, 35.605322204715044 ], [ 139.72222566811033, 35.605323110269033 ], [ 139.7222282066881, 35.605323112609618 ], [ 139.72223008900926, 35.60531878770832 ], [ 139.72222248349476, 35.605311389358114 ], [ 139.72222845908433, 35.605300217722672 ], [ 139.72223498379552, 35.605291029635048 ], [ 139.72223774610842, 35.60528886886329 ], [ 139.7222400665558, 35.605286978098931 ], [ 139.72223500049196, 35.605278951122692 ], [ 139.72222210082117, 35.605268843743389 ], [ 139.7222106283985, 35.605264236113122 ], [ 139.72220367740067, 35.605262426937777 ], [ 139.72219131900553, 35.605259981807031 ], [ 139.72218602098363, 35.605260067058815 ], [ 139.72217984022814, 35.605259971219589 ], [ 139.72217819809893, 35.605250234772036 ], [ 139.72217489626362, 35.605243471356289 ], [ 139.72217269628709, 35.605238061030889 ], [ 139.72216939233323, 35.605232829963583 ], [ 139.72216056737011, 35.605229306429941 ], [ 139.7221601265023, 35.605228855331873 ], [ 139.72213330515956, 35.605229371414197 ], [ 139.72212192565871, 35.605237383218657 ], [ 139.72211750949825, 35.605238280525683 ], [ 139.72209621664933, 35.605231680778807 ], [ 139.72209202073552, 35.605232938841269 ], [ 139.72208771120484, 35.605236540393648 ], [ 139.72208439228439, 35.605242125902279 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35695, "SAFIELD001": 44234, "SAFIELD002": 1, "SAFIELD003": 8.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72232779682443, 35.605298776919973 ], [ 139.72233154913002, 35.605299050791231 ], [ 139.72233740661252, 35.605293467614096 ], [ 139.72234380674735, 35.605294555168228 ], [ 139.72235042327171, 35.605298797760646 ], [ 139.72235527930647, 35.605299072647668 ], [ 139.72236002770654, 35.605297364393508 ], [ 139.72236312735782, 35.605290697016201 ], [ 139.72236138093135, 35.605276543700043 ], [ 139.72235631025089, 35.605271851840499 ], [ 139.72235156670658, 35.605270044706586 ], [ 139.72235090509167, 35.605269593405914 ], [ 139.72234284724954, 35.605270036675897 ], [ 139.72233655275906, 35.605272374473159 ], [ 139.72233113602263, 35.605278498885866 ], [ 139.72232869275524, 35.605289403365546 ], [ 139.72232779682443, 35.605298776919973 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35696, "SAFIELD001": 44248, "SAFIELD002": 1, "SAFIELD003": 2.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.7224765892098, 35.605291883106304 ], [ 139.72247923467839, 35.6052944094114 ], [ 139.72248497643167, 35.605292702066116 ], [ 139.72248917196956, 35.60529171440443 ], [ 139.7224938162089, 35.605285499135832 ], [ 139.72249713261664, 35.605281716378968 ], [ 139.72249604094554, 35.605272971962982 ], [ 139.72249560019989, 35.605272430727979 ], [ 139.72249140329563, 35.605274409909583 ], [ 139.72248554570089, 35.605280083232373 ], [ 139.72247748151767, 35.605285123557138 ], [ 139.7224765892098, 35.605291883106304 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35697, "SAFIELD001": 44250, "SAFIELD002": 3, "SAFIELD003": 79.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72213330515956, 35.605229371414197 ], [ 139.7221601265023, 35.605228855331873 ], [ 139.72216056737011, 35.605229306429941 ], [ 139.72216939233323, 35.605232829963583 ], [ 139.72217269628709, 35.605238061030889 ], [ 139.72217489626362, 35.605243471356289 ], [ 139.72217819809893, 35.605250234772036 ], [ 139.72217984022814, 35.605259971219589 ], [ 139.72218602098363, 35.605260067058815 ], [ 139.72219131900553, 35.605259981807031 ], [ 139.72220367740067, 35.605262426937777 ], [ 139.7222106283985, 35.605264236113122 ], [ 139.72222210082117, 35.605268843743389 ], [ 139.72223500049196, 35.605278951122692 ], [ 139.7222400665558, 35.605286978098931 ], [ 139.72225330345489, 35.605292669012073 ], [ 139.72228316852951, 35.605246095053552 ], [ 139.72227234264926, 35.60525284544665 ], [ 139.72226583388979, 35.605250495852857 ], [ 139.72226109558079, 35.605244902912972 ], [ 139.72226408324605, 35.605239407232418 ], [ 139.72226761542578, 35.605239230211431 ], [ 139.72227401443433, 35.605241129012647 ], [ 139.72227854183788, 35.60523960083453 ], [ 139.72228153136999, 35.605232753081246 ], [ 139.72227922325561, 35.605225720169301 ], [ 139.72228320502145, 35.605219684574777 ], [ 139.72228331800972, 35.605217791775274 ], [ 139.7222801210595, 35.605214994542827 ], [ 139.72227548291087, 35.60521679303374 ], [ 139.72226565026463, 35.605223634479891 ], [ 139.72226068635334, 35.605221556724473 ], [ 139.72225373573181, 35.605219477137553 ], [ 139.72224402442012, 35.605218386526232 ], [ 139.72224039532458, 35.605208828524248 ], [ 139.7222289282675, 35.605200344955101 ], [ 139.72222253013555, 35.605197815184418 ], [ 139.72221459102244, 35.605192219291339 ], [ 139.72220112492172, 35.605192657564736 ], [ 139.72219638151026, 35.60519076028654 ], [ 139.72219494816002, 35.605189677305397 ], [ 139.72218998886473, 35.605184264435387 ], [ 139.72218259239418, 35.605185339272531 ], [ 139.722179605224, 35.605190474398484 ], [ 139.72217320098568, 35.6051923613947 ], [ 139.72216370743158, 35.605193434296204 ], [ 139.72215961865177, 35.605197036054825 ], [ 139.7221513334616, 35.605202256430459 ], [ 139.72214592681647, 35.605201079644509 ], [ 139.72213330515956, 35.605229371414197 ] ], [ [ 139.72223573001287, 35.605230277130957 ], [ 139.72223959019584, 35.60523235386988 ], [ 139.72224123943394, 35.605236952441949 ], [ 139.72223538356866, 35.605241363818472 ], [ 139.7222253401392, 35.605240994005577 ], [ 139.72221982822683, 35.605236121456919 ], [ 139.72222160216742, 35.605230354243474 ], [ 139.72223506839893, 35.60522982582966 ], [ 139.72223573001287, 35.605230277130957 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35698, "SAFIELD001": 44299, "SAFIELD002": 1, "SAFIELD003": 2.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72241659262536, 35.605258296463077 ], [ 139.72242982119874, 35.605270026613105 ], [ 139.72243533959369, 35.605270211968211 ], [ 139.72243986960763, 35.60526679088283 ], [ 139.72243447016771, 35.605260386096965 ], [ 139.72242774140349, 35.605257495479847 ], [ 139.72242343922545, 35.605255778893223 ], [ 139.72242266736183, 35.605255237353205 ], [ 139.72241670623251, 35.605255952972684 ], [ 139.72241659262536, 35.605258296463077 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35699, "SAFIELD001": 50500, "SAFIELD002": 1, "SAFIELD003": 52.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72209194163958, 35.602259727282942 ], [ 139.72209292660028, 35.602265767459045 ], [ 139.72209633468407, 35.602275415404314 ], [ 139.72209930503575, 35.602282358796081 ], [ 139.72210006239914, 35.602293356369159 ], [ 139.72209640850349, 35.602301825997728 ], [ 139.72209607190845, 35.602305791772729 ], [ 139.7221011330318, 35.602317244009875 ], [ 139.72210664386415, 35.602322747533321 ], [ 139.72211446620668, 35.602332760105377 ], [ 139.72211832612285, 35.60233492698714 ], [ 139.72212714939488, 35.602339442045128 ], [ 139.72213464736876, 35.602344586847757 ], [ 139.72214667670124, 35.60234522891529 ], [ 139.72215650464116, 35.602341542311798 ], [ 139.72216037141575, 35.602338751591425 ], [ 139.72216821994547, 35.602329835138868 ], [ 139.72217010531583, 35.602323256781325 ], [ 139.72217132186609, 35.6023214551373 ], [ 139.72217243428028, 35.602315146481651 ], [ 139.72217431678288, 35.602310641302537 ], [ 139.72216958488599, 35.602300541446809 ], [ 139.72216330620665, 35.602291611962059 ], [ 139.7221593379173, 35.602288002768773 ], [ 139.72215360447601, 35.602283851117008 ], [ 139.722146888564, 35.60227185652537 ], [ 139.72213674748215, 35.602262562922277 ], [ 139.72213311441678, 35.602255979473128 ], [ 139.72212694137482, 35.602250475339751 ], [ 139.72212175691305, 35.602248397374225 ], [ 139.72212120569301, 35.602247946173975 ], [ 139.72211314815263, 35.602248389429356 ], [ 139.7221058580792, 35.60225252906335 ], [ 139.72209537018085, 35.602254592563973 ], [ 139.72209194163958, 35.602259727282942 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35805, "SAFIELD001": 52769, "SAFIELD002": 1, "SAFIELD003": 3.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72279669660716, 35.601180248279597 ], [ 139.72280353355191, 35.601184491051932 ], [ 139.72281037830538, 35.601183055116337 ], [ 139.72281502029878, 35.601178282042078 ], [ 139.72281613388574, 35.601171071997008 ], [ 139.72281348866582, 35.601168455559581 ], [ 139.72280962841498, 35.601166559114397 ], [ 139.72280907732241, 35.601166017779001 ], [ 139.72280267391542, 35.601167544257663 ], [ 139.72279769970461, 35.601173128271682 ], [ 139.72279669660716, 35.601180248279597 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35807, "SAFIELD001": 52714, "SAFIELD002": 1, "SAFIELD003": 8.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72274337074313, 35.601193629966481 ], [ 139.7227435871373, 35.601196785006564 ], [ 139.7227504230886, 35.601201748887618 ], [ 139.72275980108435, 35.601204101089209 ], [ 139.72276333010996, 35.601206087370414 ], [ 139.72277016829494, 35.601209428762466 ], [ 139.72277700945585, 35.601210606836993 ], [ 139.72278407581439, 35.601208540137904 ], [ 139.72279710956749, 35.601200980473976 ], [ 139.72280075875295, 35.601195845936338 ], [ 139.72279701432225, 35.601189983510523 ], [ 139.72279205039803, 35.601188086052446 ], [ 139.72279149918148, 35.601187634855187 ], [ 139.72278586784748, 35.601189522594467 ], [ 139.72278100747255, 35.601192582839005 ], [ 139.72277813668362, 35.601193481588695 ], [ 139.72276765427191, 35.601191669205235 ], [ 139.72275043846503, 35.60119057174898 ], [ 139.72274646487114, 35.601190838517667 ], [ 139.72274337074313, 35.601193629966481 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 35811, "SAFIELD001": 52497, "SAFIELD002": 1, "SAFIELD003": 7.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72282169031922, 35.601303940988004 ], [
