町村名,事業（都道番号）,工事内容,工事費（千円）
6,13117,1311702602,蛹怜玄,蛹怜玄荳ｭ驥�,2荳∫岼,蛹怜玄荳ｭ驥�2荳∫岼,-,-,-,-,-,-,3,9,2,6,-,-,-,-,2,6,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,11,2,6,-,-,-,-,1,4,1,2,-,-,2,5,1,2,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,1,18,-,-,-,-,-,-,1,2,-,-,1,2,1,11,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,74,1,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,19,3,19,-,-,-,-,-,-,4,35,2,29,-,-,1,4,-,-,-,-,1,2,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,1,-,-,-,-,-,-,9,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,22,-,-,1,5,3,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,18,-,-,2,2,-,-,-,-,1,1,-,-,-,-,-,-,2,15,1,7,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-
6,13117,1311702603,蛹怜玄,蛹怜玄荳ｭ驥�,3荳∫岼,蛹怜玄荳ｭ驥�3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,14,2,14,-,-,-,-,-,-,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,15,-,-,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13117,1311700700,蛹怜玄,蛹怜玄荳ｭ蜊∵擅,,蛹怜玄荳ｭ蜊∵擅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,1,8,-,-,1,8,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,12,-,-,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-,-,-,3,7,-,-,1,3,2,4,-,-,11,43,-,-,-,-,-,-,-,-,1,3,1,3,-,-,2,3,-,-,2,13,1,10,-,-,1,3,-,-,6,24,1,17,1,1,-,-,-,-,1,1,1,2,1,1,1,2,-,-,4,8,1,1,-,-,-,-,-,-,1,1,2,5,1,2,1,2,-,-,-,-,-,-,12,25,2,2,-,-,-,-,2,2,-,-,1,1,-,-,1,1,-,-,-,-,4,13,-,-,-,-,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,2,-,-,1,2,2,3,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,3,4,-,-,-,-,2,2,-,-,1,2,-,-,-,-
6,13117,1311700701,蛹怜玄,蛹怜玄荳ｭ蜊∵擅,1荳∫岼,蛹怜玄荳ｭ蜊∵擅1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,1,8,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,3,-,-,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,3,-,-,-,-,1,3,-,-,4,6,-,-,1,1,-,-,-,-,-,-,1,2,1,1,1,2,-,-,2,3,1,1,-,-,-,-,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311700702,蛹怜玄,蛹怜玄荳ｭ蜊∵擅,2荳∫岼,蛹怜玄荳ｭ蜊∵擅2荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,9,-,-,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-,-,-,2,4,-,-,1,3,1,1,-,-,3,30,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,1,10,1,10,-,-,-,-,-,-,1,17,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,5,15,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,3,12,-,-,-,-,3,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,3,-,-,-,-,1,1,-,-,1,2,-,-,-,-
6,13117,1311700703,蛹怜玄,蛹怜玄荳ｭ蜊∵擅,3荳∫岼,蛹怜玄荳ｭ蜊∵擅3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,6,9,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,2,-,-,1,2,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311700704,蛹怜玄,蛹怜玄荳ｭ蜊∵擅,4荳∫岼,蛹怜玄荳ｭ蜊∵擅4荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
5,13117,1311701300,蛹怜玄,蛹怜玄隘ｿ縺御ｸ�,,蛹怜玄隘ｿ縺御ｸ�,-,-,-,-,-,-,1,6,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,35,-,-,-,-,-,-,-,-,-,-,-,-,1,16,-,-,-,-,1,16,-,-,-,-,-,-,1,17,1,17,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,3,27,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,19,-,-,1,19,1,6,-,-,1,6,-,-,3,19,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,1,7,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,10,51,1,2,1,2,-,-,1,2,2,5,2,5,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,5,40,2,35,1,2,1,1,-,-,1,2,-,-,-,-,-,-,-,-,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,18,-,-,1,7,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-
6,13117,1311701301,蛹怜玄,蛹怜玄隘ｿ縺御ｸ�,1荳∫岼,蛹怜玄隘ｿ縺御ｸ�1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,27,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,19,-,-,1,19,1,6,-,-,1,6,-,-,2,12,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,7,26,1,2,-,-,-,-,-,-,2,5,2,5,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,3,17,1,14,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,18,-,-,1,7,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-
6,13117,1311701302,蛹怜玄,蛹怜玄隘ｿ縺御ｸ�,2荳∫岼,蛹怜玄隘ｿ縺御ｸ�2荳∫岼,-,-,-,-,-,-,1,6,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,1,16,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311701303,蛹怜玄,蛹怜玄隘ｿ縺御ｸ�,3荳∫岼,蛹怜玄隘ｿ縺御ｸ�3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,1,21,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13117,1311702300,蛹怜玄,蛹怜玄隘ｿ繧ｱ蜴�,,蛹怜玄隘ｿ繧ｱ蜴�,-,-,-,-,-,-,1,3,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,41,2,3,-,-,-,-,-,-,-,-,2,3,-,-,-,-,5,38,-,-,-,-,1,7,-,-,-,-,-,-,-,-,4,31,9,32,4,14,1,3,-,-,1,1,-,-,2,10,3,12,-,-,1,2,2,10,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,1,4,-,-,7,60,2,7,-,-,1,3,-,-,-,-,1,4,-,-,-,-,-,-,-,-,2,10,-,-,2,10,3,43,-,-,1,32,2,11,13,140,2,24,-,-,-,-,-,-,1,21,1,3,-,-,4,52,-,-,1,30,3,22,-,-,-,-,-,-,-,-,7,64,1,2,-,-,-,-,1,6,-,-,2,2,-,-,-,-,3,54,-,-,-,-,-,-,18,29,3,5,1,1,2,4,3,5,6,9,6,9,-,-,3,6,3,6,-,-,3,4,1,2,1,1,1,1,-,-,30,236,1,44,2,21,2,21,-,-,2,13,2,13,-,-,2,4,2,4,8,25,5,10,1,7,2,8,-,-,13,125,5,99,-,-,2,6,1,2,1,6,1,2,2,8,-,-,1,2,11,35,3,8,1,2,-,-,-,-,2,6,1,2,7,25,6,23,-,-,-,-,1,2,29,139,3,6,-,-,1,1,2,5,-,-,1,3,-,-,1,3,-,-,-,-,10,88,1,35,-,-,7,41,2,12,-,-,-,-,-,-,-,-,2,4,-,-,2,4,4,16,2,4,-,-,1,8,1,4,1,2,1,2,-,-,-,-,1,2,-,-,1,2,7,18,-,-,-,-,1,2,-,-,2,4,1,2,-,-,-,-,3,10,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
6,13117,1311702301,蛹怜玄,蛹怜玄隘ｿ繧ｱ蜴�,1荳∫岼,蛹怜玄隘ｿ繧ｱ蜴�1荳∫岼,-,-,-,-,-,-,1,3,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,4,19,1,9,-,-,-,-,-,-,-,-,1,9,2,8,-,-,1,2,1,6,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,39,2,7,-,-,1,3,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,32,-,-,1,32,-,-,5,107,1,21,-,-,-,-,-,-,1,21,-,-,-,-,2,33,-,-,1,30,1,3,-,-,-,-,-,-,-,-,2,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,53,-,-,-,-,-,-,11,18,1,1,1,1,-,-,2,4,3,4,3,4,-,-,3,6,3,6,-,-,2,3,1,2,1,1,-,-,-,-,13,87,-,-,2,21,2,21,-,-,2,13,2,13,-,-,1,2,-,-,4,18,1,3,1,7,2,8,-,-,4,33,1,21,-,-,1,3,-,-,-,-,-,-,1,7,-,-,1,2,4,19,-,-,-,-,-,-,-,-,-,-,1,2,3,17,3,17,-,-,-,-,-,-,15,59,1,4,-,-,-,-,1,4,-,-,1,3,-,-,1,3,-,-,-,-,4,27,-,-,-,-,2,15,2,12,-,-,-,-,-,-,-,-,1,2,-,-,1,2,2,11,1,3,-,-,1,8,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,5,10,-,-,-,-,1,2,-,-,2,4,1,2,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
