"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"2","6","4","1","3","一般家具",191,0.1,9,0.0,53,0.0,500,0.1,-,-
"2","5","4","2","0","室内装備・装飾品",289,0.1,574,0.2,161,0.0,236,0.1,54,0.0
"2","5","4","3","0","寝具類",743,0.2,340,0.1,1195,0.3,813,0.2,53,0.0
"2","5","4","4","0","家事雑貨",2963,0.9,3029,0.9,3255,0.9,2633,0.8,3041,0.8
"2","5","4","5","0","家事用消耗品",3963,1.1,3449,1.0,4117,1.1,4248,1.3,3858,1.0
"2","5","4","6","0","家事サービス",1560,0.5,1982,0.6,1889,0.5,1248,0.4,231,0.1
"2","4","5","0","0","被服及び履物",14823,4.3,13717,4.2,14858,4.1,15704,4.6,14593,3.8
"2","5","5","1","0","和服",81,0.0,121,0.0,-,-,143,0.0,-,-
"2","5","5","2","0","洋服",5694,1.6,4155,1.3,6553,1.8,6182,1.8,5425,1.4
"2","6","5","2","1","男子用洋服",1982,0.6,1174,0.4,3300,0.9,1369,0.4,2235,0.6
"2","6","5","2","2","婦人用洋服",3128,0.9,2870,0.9,2563,0.7,3927,1.2,2731,0.7
"2","6","5","2","3","子供用洋服",584,0.2,112,0.0,690,0.2,887,0.3,458,0.1
"2","5","5","3","0","シャツ・セーター類",3309,1.0,3404,1.0,2743,0.8,3684,1.1,3556,0.9
"2","6","5","3","1","男子用シャツ・セーター類",1597,0.5,1631,0.5,1001,0.3,2083,0.6,1689,0.4
"2","6","5","3","2","婦人用シャツ・セーター類",1516,0.4,1761,0.5,1536,0.4,1308,0.4,1511,0.4
"2","6","5","3","3","子供用シャツ・セーター類",196,0.1,13,0.0,206,0.1,293,0.1,356,0.1
"2","5","5","4","0","下着類",1573,0.5,1379,0.4,1705,0.5,1431,0.4,2316,0.6
"2","6","5","4","1","男子用下着類",433,0.1,321,0.1,425,0.1,570,0.2,249,0.1
"2","6","5","4","2","婦人用下着類",957,0.3,1012,0.3,1140,0.3,608,0.2,1559,0.4
"2","6","5","4","3","子供用下着類",183,0.1,47,0.0,141,0.0,252,0.1,507,0.1
"2","5","5","5","0","生地・糸類",71,0.0,201,0.1,10,0.0,38,0.0,11,0.0
"2","5","5","6","0","他の被服",843,0.2,735,0.2,979,0.3,814,0.2,800,0.2
"2","5","5","7","0","履物類",2557,0.7,2986,0.9,1817,0.5,2997,0.9,2091,0.5
"2","5","5","8","0","被服関連サービス",695,0.2,736,0.2,1051,0.3,416,0.1,394,0.1
"2","4","6","0","0","保健医療",15165,4.4,15633,4.7,15086,4.2,14384,4.2,17254,4.5
"2","5","6","1","0","医薬品",2356,0.7,2342,0.7,2812,0.8,1995,0.6,2194,0.6
"2","5","6","2","0","健康保持用摂取品",921,0.3,888,0.3,864,0.2,1068,0.3,624,0.2
"2","5","6","3","0","保健医療用品・器具",3596,1.0,3753,1.1,3366,0.9,3616,1.1,3874,1.0
"2","5","6","4","0","保健医療サービス",8292,2.4,8651,2.6,8045,2.2,7704,2.3,10562,2.7
"2","4","7","0","0","交通・通信",44425,12.8,42151,12.8,37764,10.5,55275,16.3,31157,8.0
"2","5","7","1","0","交通",13200,3.8,12404,3.8,15135,4.2,14241,4.2,3992,1.0
"2","5","7","2","0","自動車等関係費",19587,5.7,18870,5.7,11427,3.2,30007,8.9,8717,2.3
"2","6","7","2","1","自動車等購入",5452,1.6,-,-,-,-,15854,4.7,-,-
"2","6","7","2","2","自転車購入",108,0.0,-,-,331,0.1,18,0.0,-,-
"2","6","7","2","3","自動車等維持",14027,4.0,18870,5.7,11095,3.1,14135,4.2,8717,2.3
"2","5","7","3","0","通信",11639,3.4,10877,3.3,11203,3.1,11026,3.3,18448,4.8
"2","4","8","0","0","教育",24225,7.0,778,0.2,42856,11.9,20607,6.1,46146,11.9
"2","5","8","1","0","授業料等",19130,5.5,761,0.2,38284,10.7,11321,3.3,40081,10.4
"2","5","8","2","0","教科書・学習参考教材",194,0.1,16,0.0,9,0.0,517,0.2,113,0.0
"2","5","8","3","0","補習教育",4901,1.4,-,-,4562,1.3,8768,2.6,5952,1.5
"2","4","9","0","0","教養娯楽",40052,11.6,39523,12.0,40792,11.4,37168,11.0,51286,13.2
"2","5","9","1","0","教養娯楽用耐久財",2877,0.8,3789,1.1,2481,0.7,2979,0.9,939,0.2
"2","5","9","2","0","教養娯楽用品",9176,2.6,8187,2.5,9746,2.7,9288,2.7,9805,2.5
"2","5","9","3","0","書籍・他の印刷物",2744,0.8,2379,0.7,2903,0.8,2741,0.8,3354,0.9
"2","5","9","4","0","教養娯楽サービス",25255,7.3,25168,7.6,25662,7.1,22161,6.5,37187,9.6
"2","6","9","4","1","宿泊料",4107,1.2,936,0.3,7591,2.1,4081,1.2,1411,0.4
"2","6","9","4","2","パック旅行費",3201,0.9,8828,2.7,2007,0.6,619,0.2,128,0.0
"2","6","9","4","3","月謝類",5386,1.6,721,0.2,3483,1.0,5254,1.5,28696,7.4
"2","6","9","4","4","他の教養娯楽サービス",12561,3.6,14684,4.5,12582,3.5,12206,3.6,6953,1.8
"2","4","10","0","0","その他の消費支出",50971,14.7,62016,18.8,47364,13.2,46508,13.7,47182,12.2
"2","5","10","1","0","諸雑費",28661,8.3,28898,8.8,27324,7.6,30652,9.0,24500,6.3
"2","6","10","1","1","理美容サービス",3616,1.0,4904,1.5,2998,0.8,3424,1.0,2523,0.7
"2","6","10","1","2","理美容用品",6300,1.8,5405,1.6,6621,1.8,6679,2.0,6423,1.7
"2","6","10","1","3","身の回り用品",2884,0.8,3465,1.1,2754,0.8,2140,0.6,4629,1.2
"2","6","10","1","4","たばこ",1135,0.3,1494,0.5,1070,0.3,1076,0.3,443,0.1
"2","6","10","1","5","他の諸雑費",14727,4.2,13630,4.1,13881,3.9,17333,5.1,10482,2.7
"2","5","10","2","0","こづかい",4852,1.4,3734,1.1,5359,1.5,5290,1.6,4747,1.2
"2","5","10","3","0","交際費",15402,4.4,26244,8.0,13056,3.6,10207,3.0,10590,2.7
"2","6","10","3","1","食料",5649,1.6,9245,2.8,5522,1.5,2936,0.9,5791,1.5
"2","6","10","3","2","家具・家事用品",138,0.0,199,0.1,133,0.0,127,0.0,-,-
"2","6","10","3","3","被服及び履物",162,0.0,537,0.2,-,-,55,0.0,-,-
"2","6","10","3","4","教養娯楽",1920,0.6,6410,1.9,79,0.0,511,0.2,80,0.0
"2","6","10","3","5","他の物品サービス",661,0.2,1882,0.6,220,0.1,177,0.1,362,0.1
"2","6","10","3","6","贈与金",2728,0.8,4109,1.2,2395,0.7,1744,0.5,3622,0.9
"2","6","10","3","7","他の交際費",4144,1.2,3863,1.2,4707,1.3,4657,1.4,735,0.2
"2","5","10","4","0","仕送り金",2056,0.6,3140,1.0,1625,0.5,360,0.1,7345,1.9
"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
"2","3","0","0","0","（再掲）教育関係費",26574,7.7,3581,1.1,44099,12.3,22746,6.7,52119,13.5
"2","3","0","0","0","（再掲）教養娯楽関係費",49682,14.3,53255,16.2,52165,14.5,47293,13.9,38531,10.0
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",4784,1.4,7249,2.2,4020,1.1,2104,0.6,10967,2.8
"2","3","0","0","0","（再掲）経常消費支出",249043,71.8,245076,74.3,252746,70.4,239194,70.5,290052,74.9
"2","3","0","0","0","（再掲）情報通信関係費",16385,4.7,15833,4.8,16156,4.5,15544,4.6,22676,5.9
"2","3","0","0","0","（再掲）消費支出（除く住居等）1）",309998,89.4,277740,84.2,331172,92.2,305651,90.2,354513,91.6
"2","2","0","0","0","その他の実支出",164028,-,141402,-,146557,-,190042,-,194901,-
"2","3","0","0","0","直接税",82667,-,63138,-,71843,-,100085,-,114518,-
"2","4","0","0","0","勤労所得税",49852,-,33116,-,43498,-,64917,-,65373,-
"2","4","0","0","0","個人住民税",25633,-,25434,-,26193,-,23908,-,31510,-
"2","4","0","0","0","他の税",7183,-,4588,-,2152,-,11260,-,17634,-
"2","3","0","0","0","社会保険料",81327,-,78212,-,74714,-,89954,-,80140,-
"2","4","0","0","0","公的年金保険料",45448,-,39269,-,43482,-,52306,-,44201,-
"2","4","0","0","0","健康保険料",28447,-,33106,-,23974,-,29106,-,27292,-
"2","4","0","0","0","介護保険料",4242,-,3260,-,4125,-,4959,-,4892,-
"2","4","0","0","0","他の社会保険料",3190,-,2578,-,3133,-,3583,-,3755,-
"2","3","0","0","0","その他",34,-,52,-,-,-,2,-,243,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",810212,-,652216,-,749298,-,929124,-,1059794,-
"2","2","0","0","0","預貯金",596833,-,480119,-,577177,-,675749,-,722335,-
"2","2","0","0","0","保険料",29521,-,25649,-,21313,-,39542,-,30997,-
"2","3","0","0","0","個人・企業年金保険料",6897,-,5821,-,9492,-,6609,-,1764,-
"2","3","0","0","0","他の保険料",22624,-,19827,-,11821,-,32934,-,29233,-
"2","2","0","0","0","有価証券購入",8746,-,25319,-,2095,-,3878,-,-,-
"2","2","0","0","0","土地家屋借金返済",56962,-,27456,-,47291,-,83285,-,79482,-
"2","2","0","0","0","他の借金返済",1544,-,621,-,1680,-,2450,-,223,-
"2","2","0","0","0","クレジット購入借入金返済",116395,-,92832,-,99496,-,124000,-,226732,-
"2","2","0","0","0","実支出以外の支払のその他",212,-,221,-,245,-,220,-,24,-
"2","1","0","0","0","繰越金",392919,-,280327,-,423364,-,505235,-,170593,-
"3","0","0","0","0","可処分所得",615551,-,499928,-,593595,-,706676,-,694145,-
"3","0","0","0","0","黒字",268901,-,170249,-,234336,-,367631,-,307004,-
"3","1","0","0","0","金融資産純増",255079,-,189285,-,254734,-,322252,-,187968,-
"3","3","0","0","0","貯蓄純増",246334,-,163966,-,252639,-,318374,-,187968,-
"3","4","0","0","0","預貯金純増",221215,-,140803,-,242557,-,279634,-,156970,-
"3","4","0","0","0","保険純増",25118,-,23164,-,10082,-,38740,-,30997,-
"3","3","0","0","0","有価証券純購入",8746,-,25319,-,2095,-,3878,-,-,-
"3","1","0","0","0","土地家屋借金純減",56962,-,27456,-,47291,-,83285,-,79482,-
"3","1","0","0","0","他の借金純減",1033,-,470,-,154,-,2450,-,223,-
"3","1","0","0","0","クレジット購入借入金純減",-13468,-,-29268,-,-33697,-,-10802,-,104936,-
"3","1","0","0","0","土地家屋純増",-,-,-,-,-,-,-,-,-,-
"3","1","0","0","0","その他の純増",-96,-,-486,-,239,-,-122,-,24,-
"3","1","0","0","0","繰越純増",-30609,-,-17208,-,-34385,-,-29432,-,-65629,-
"","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","",""
"第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","","","","","","","",""
"注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","","","","","","","",""
